ST_CASE,LATITUDE,LONGITUD
61635,38.33161944,-119.7597194
61636,36.60383889,-120.0433083
61637,37.785075,-121.3081528
61638,37.89757222,-121.2838639
61639,34.48825556,-118.1366417
61640,37.81156389,-122.2499944
61641,39.39274444,-121.5399444
61642,35.85166389,-119.2665722
61643,36.76851944,-121.7650944
61644,33.47777222,-114.6859528
61645,33.74051667,-116.9107583
61646,33.910125,-116.5832389
61647,39.14555278,-122.262575
61648,34.10580833,-114.9278778
61649,33.65999444,-117.8632667
61650,35.30687778,-119.0029861
61651,34.64269722,-115.6748278
61652,35.35258611,-118.9805611
61653,33.92438889,-116.6964083
61655,41.02293611,-122.3974722
61656,35.29636944,-119.0308361
61657,34.0337,-117.6720111
61658,32.68534444,-117.0441222
61659,34.28009167,-118.4173
61660,34.42805833,-117.1966028
61661,34.54276389,-118.0649667
61662,39.15865556,-121.5646444
61663,34.05368056,-118.3091028
61664,34.18668611,-118.4638111
61665,32.70537222,-117.1268444
61666,38.40878333,-121.4797472
61667,40.57424722,-122.3607917
61668,38.90998333,-121.5962028
61669,36.04438889,-119.0709306
61670,34.07278889,-117.7865833
61671,39.07211667,-121.6075833
61672,34.30718333,-118.4279972
61673,37.35918056,-120.8493333
61674,33.61072222,-114.7264917
61675,34.13647778,-117.4451667
61676,33.74325833,-117.1216194
61677,33.625925,-116.1297667
61678,34.72100278,-115.9931
61679,36.32721389,-119.3864389
61680,36.26205,-119.3613722
61681,34.16816111,-118.384475
61682,35.41448611,-119.0211139
61683,34.06768056,-117.5898889
61684,33.81066944,-116.9851778
61685,38.50782222,-121.3350333
61686,34.39864722,-119.0795389
61687,34.06451111,-117.4535778
61688,32.779425,-117.1052333
61689,33.85991389,-118.3269806
61690,34.03356944,-117.1020583
61691,33.61028333,-114.6034361
61692,38.57442778,-121.4991333
61693,33.853125,-118.1849194
61694,34.13580278,-117.25145
61695,34.07747778,-117.2450944
61696,34.66045278,-118.1655472
61697,37.742625,-121.1259389
61698,33.97465,-118.2921472
61699,37.90391667,-122.0682861
61700,33.91245,-117.3834639
61701,33.16288611,-117.1049611
61702,33.12630556,-117.0881917
61703,39.81170278,-123.0800167
61704,35.57792222,-120.4464694
61705,34.06613333,-117.9931444
61706,34.20827778,-118.4732528
61707,38.75056111,-121.5303139
61708,38.51676667,-122.7705583
61709,37.69999722,-121.7817
61710,36.76148611,-121.7878472
61711,34.07495833,-118.2738722
61712,37.73285278,-120.8514444
61713,33.36433889,-117.0671
61714,37.79951667,-122.2211667
61715,37.56983333,-121.0301694
61716,38.67185833,-122.4445639
61717,34.55350833,-118.4127417
61718,34.08966667,-118.3060139
61719,38.58382222,-121.4609972
61720,38.60566944,-121.5073444
61721,36.99904722,-121.5035278
61722,33.83971111,-117.2055333
61723,37.74866944,-121.4096
61724,34.09961667,-117.7071056
61725,38.61195278,-121.5379167
61726,33.92914167,-118.1623167
61727,33.97522222,-118.3575306
61728,36.51601389,-119.3187306
61729,37.95086389,-121.3038167
61730,38.02095556,-121.3001306
61731,37.99795833,-121.8442111
61732,34.07621667,-118.0051194
61733,33.95678056,-118.3438889
61734,38.21364722,-121.0684111
61735,34.01722222,-117.3892361
61736,38.197875,-121.068175
61737,32.77111389,-117.0252333
61738,33.1402,-117.3399361
61739,34.10678611,-117.3987472
61740,37.98898611,-121.7854972
61741,38.56094167,-121.4807694
61742,34.13579722,-117.226175
61743,34.15354444,-117.2787722
61744,38.61738056,-121.4404111
61745,33.110125,-117.1037694
61746,33.78972778,-118.2253361
61747,34.05715,-117.8717694
61748,33.73080556,-117.6510139
61749,33.96419167,-117.5758028
61750,33.77279444,-117.0205083
61751,34.02812778,-117.50695
61752,33.56688333,-117.167825
61753,37.40496111,-122.0182028
61754,34.60889444,-117.3417111
61755,34.55831389,-117.2875833
61756,35.447525,-119.5587278
61757,37.65021111,-122.4083833
61758,34.12142778,-117.3226917
61759,33.89506667,-118.0632694
61760,34.660225,-118.1455083
61761,37.71506111,-122.4853833
61762,34.31041667,-118.5018611
61763,37.29185,-120.4714889
61764,33.91173611,-118.1689222
61765,38.02780556,-121.0958639
61766,38.23726389,-122.5073806
61767,39.51016111,-121.6888222
61768,34.18178611,-117.8804417
61769,35.39681944,-115.8133667
61770,39.34951111,-123.3224083
61771,39.10442778,-123.2000389
61772,32.63358611,-117.0465194
61773,32.59516944,-117.0887
61774,34.21991111,-116.7579222
61775,34.22323889,-119.140375
61776,37.32282778,-122.0320222
61777,34.08089722,-117.1823806
61778,33.75613611,-117.4593778
61779,36.10985556,-119.6443611
61780,37.31989167,-121.8326694
61781,33.74777222,-116.9052056
61782,36.75879722,-121.7485056
61783,33.81593611,-116.5261306
61784,37.99655833,-121.3148694
61785,36.72023056,-119.7910611
61786,37.74822778,-122.4035361
61787,37.77630278,-122.3942583
61788,33.82276111,-116.4852639
61789,33.93650556,-118.2783806
61790,34.09348611,-118.0734194
61791,34.88701667,-117.07565
61792,35.32531667,-118.8964333
61793,34.27770278,-117.4509861
61794,38.35913056,-121.5224944
61795,38.70391389,-121.3743833
61796,34.06854444,-117.3976972
61797,33.72591667,-116.2011889
61798,38.65612222,-121.3829028
61799,33.645975,-117.369075
61800,38.62383333,-121.4341083
61801,38.56153333,-121.4217667
61802,33.12191944,-117.0682278
61803,37.747025,-122.189
61804,37.775625,-122.4061833
61805,34.08014722,-117.3060417
61806,32.70795833,-117.154075
61807,33.13235556,-117.0908056
61808,33.79104722,-118.2669361
61809,34.27419722,-118.6221139
61810,36.70681111,-121.6658667
61811,34.89183611,-117.0005833
61812,32.93200833,-117.1445333
61813,34.12125278,-117.28365
61814,34.16505833,-117.2645556
61815,33.53175556,-117.7747861
61816,33.96146667,-116.5188139
61817,37.22863611,-121.9735556
61818,37.62414167,-121.0319861
61819,34.48923889,-118.1644306
61820,36.56336111,-121.9071194
61821,36.04601944,-117.9469611
61823,38.67938611,-121.3756694
61824,34.79118611,-115.4142222
61825,33.82526667,-117.8806083
61826,32.75709722,-117.085125
61827,34.03261667,-118.3177194
61828,34.22848889,-118.4992722
61829,38.37886944,-121.4469861
61830,34.13588056,-117.2482528
61831,33.97291667,-117.851375
61832,38.70269167,-120.0725833
61833,41.08324722,-122.7262306
61834,33.85839444,-117.3227139
61835,33.93381389,-117.0328389
61836,33.85086944,-117.2964167
61837,38.63231944,-121.3958611
61838,40.89004167,-124.0802
61839,37.70109444,-122.4156028
61840,36.60389722,-121.8378611
61841,37.04765556,-122.0336167
61842,33.94655833,-117.4689444
61843,33.84226111,-117.2086083
61844,34.42766389,-119.869825
61845,34.06276667,-117.545875
61846,36.76861111,-119.7363611
61847,34.03326944,-117.8088083
61848,36.87754167,-119.7783417
61849,34.26096389,-118.7571472
61850,36.75044444,-119.7917444
61851,36.84429722,-119.8842861
61852,36.73685556,-119.6776611
61853,36.74331389,-119.7860222
61854,36.83863056,-119.7902889
61856,36.78536667,-119.7182528
61857,37.94002778,-122.0262972
61858,38.22173611,-122.1284472
61859,39.855875,-122.2002111
61860,33.91729444,-117.2515111
61861,40.44090278,-124.0380667
61862,38.81448333,-121.2581667
61863,34.06851667,-117.252425
61864,34.48492222,-117.3631583
61865,36.79304722,-119.7464278
61866,33.77289444,-116.9718583
61867,38.68538889,-121.2255833
61868,37.83496389,-121.6092333
61869,34.01133333,-117.3455889
61870,37.65091111,-120.9755528
61871,33.74458611,-117.9967111
61872,33.74418333,-117.9635222
61873,33.94294722,-118.0908306
61874,33.79030278,-116.4852056
61875,34.47059167,-117.3304833
61876,33.93210278,-117.7960917
61877,33.800425,-116.4668167
61878,33.80291667,-117.9931306
61879,37.75105556,-122.1712056
61880,35.12534722,-118.1455361
61881,39.49685556,-122.1980389
61882,35.63442778,-119.4022361
61883,38.60243333,-121.4353056
61884,37.77266111,-122.2119722
61885,34.16779167,-117.3131917
61886,33.94778611,-118.1545583
61887,33.19721944,-117.3110417
61888,38.11958056,-121.2650583
61889,34.42656111,-117.3844389
61890,35.39794722,-118.8891639
61891,34.21378889,-118.3877639
61892,38.58993056,-121.5302111
61893,32.72410556,-117.03885
61894,32.56482222,-116.9407806
61895,34.10705,-117.6369667
61896,33.91858333,-118.2178139
61897,33.43300833,-117.6336917
61898,33.89376667,-118.2078361
61899,34.11400833,-117.2294528
61900,35.18731111,-118.8267611
61901,33.7993,-118.193775
61902,36.73564167,-119.609775
61903,38.08731389,-122.2323722
61904,37.70241389,-121.7414833
61905,37.38941111,-120.6317
61906,33.82568889,-118.2348583
61907,41.60326667,-124.1000694
61908,37.06468889,-119.4941639
61909,39.20648611,-123.7006889
61910,34.19673333,-119.1163333
61911,34.45131667,-119.2729389
61912,35.29605278,-118.9264694
61913,39.24755,-121.4070806
61915,33.06580278,-116.8780083
61916,33.98295278,-118.2026111
61917,32.76696111,-117.1583583
61918,34.3262,-118.5017389
61919,36.20351944,-119.3779
61920,32.76648333,-117.1841389
61921,33.63908611,-117.0821806
61922,34.13636944,-117.5488917
61923,33.678975,-117.3987056
61924,33.79761389,-117.8618861
61925,35.37717222,-118.970725
61926,39.49479167,-121.5435
61927,32.75986667,-117.2486806
61928,33.71593611,-117.3015028
61929,37.63820556,-120.9765222
61930,34.30148889,-119.1367417
61931,38.90688611,-119.9643972
61932,37.64885833,-120.9753611
61933,37.70046389,-121.0129556
61934,33.75783056,-117.0363
61935,36.66979722,-119.4822722
61936,39.79153611,-121.5905667
61937,38.46610833,-122.1472083
61938,38.10745556,-121.2599528
61939,37.63876389,-120.8477972
61940,34.06408056,-117.7958389
61941,33.21488889,-114.8544889
61942,37.61895833,-120.99355
61943,34.06741667,-117.4195861
61944,37.77831111,-122.2376278
61945,34.03199722,-117.5244889
61946,37.74177222,-122.5045583
61947,33.93087222,-117.9461028
61948,39.17396944,-122.1329917
61949,38.95235278,-122.7296611
61950,33.86420278,-118.2236278
61951,33.78819722,-118.09005
61952,37.93293333,-122.0539417
61953,36.60342778,-120.3885583
61954,34.30589722,-119.1429361
61955,36.32683611,-119.30645
61957,36.42985,-120.0381556
61958,34.04841389,-117.3005611
61959,34.57975833,-118.1297917
61960,32.899925,-117.1895444
61961,34.05231667,-118.2916167
61962,37.48058889,-121.9339917
61963,33.9806,-117.8355556
61964,32.57379722,-117.0668528
61965,34.53844167,-117.2956361
61966,38.71841111,-121.3808722
61967,32.84735,-117.1792611
61968,38.68921111,-121.3461528
61969,38.47678056,-121.5060861
61970,33.569625,-116.0927417
61971,37.3685,-121.9083833
61972,35.55221944,-115.4151417
61973,34.886225,-117.0468917
61974,35.296225,-118.9083611
61975,35.34753611,-115.9452806
61976,37.754475,-121.1466611
61977,34.93201667,-117.5225917
61978,37.37187222,-121.8497194
61979,35.97189167,-115.9023639
61980,38.50007778,-122.90445
61981,39.50638889,-121.4741111
61982,36.98797778,-119.6913389
61983,36.73920833,-119.8430028
61984,34.38582778,-119.3889111
61985,33.98216667,-118.2482417
61986,37.05951944,-121.6629556
61987,34.32058611,-118.4952667
61988,34.469975,-117.5552444
61989,38.114875,-121.4992167
61990,34.35933333,-116.5322222
61991,34.42130556,-116.7650861
61992,33.77438333,-118.017575
61993,36.60276389,-120.2797056
61994,34.06689722,-117.21485
61995,35.33868333,-118.9677056
61996,34.00942778,-118.3576583
61997,37.01358333,-121.5892917
61998,33.86136389,-116.4556583
61999,33.76014167,-118.2240278
62000,34.00064167,-117.8879333
62001,34.25004722,-118.4675306
62002,38.90563889,-121.0765778
62003,37.75087222,-122.2056639
62004,33.88512778,-118.2855778
62005,34.73456667,-118.1704694
62006,37.71342778,-121.5256472
