ST_CASE,MONTH,DAY,DAY_WEEK,HOUR,LATITUDE,LONGITUD,HARM_EV,LGT_COND,WEATHER,VE_FORMS,TRAV_SP,DEATHS,DR_DRINK,VSPD_LIM
320026,3,21,3,4,36.06724167,-115.2147528,1,3,2,1,70,1,1,65
320027,3,21,3,14,36.12916111,-115.2243444,12,1,10,6,998,0,0,45
320028,3,18,7,16,36.19580278,-115.1473917,12,1,1,2,998,1,1,35
320029,1,17,3,16,39.92083333,-114.715275,1,5,4,1,998,1,0,98
320030,3,21,3,10,36.33373333,-115.3183111,32,1,2,1,73,1,0,70
320031,3,25,7,2,36.21225,-115.1025222,8,3,1,1,66,0,0,40
320032,3,16,5,13,36.09347222,-115.1009167,12,1,1,2,45,1,0,45
320033,3,30,5,10,36.19598611,-115.0665583,12,1,10,2,998,1,0,25
320034,3,31,6,19,36.18611389,-115.2199583,5,3,1,1,998,1,0,25
320035,3,2,5,7,37.72278333,-117.2433472,12,1,1,2,998,1,0,55
320036,1,13,6,12,37.18635556,-114.6727472,1,1,10,1,60,1,1,35
320037,2,18,7,16,36.26129444,-115.253075,20,1,1,1,63,1,0,65
320038,3,27,2,14,36.19375,-114.7275056,18,1,1,1,70,1,0,55
320039,3,28,3,5,36.20449167,-115.2423139,12,3,1,2,998,1,1,35
320040,4,4,3,3,36.73570833,-114.4376639,14,2,1,1,998,0,0,45
320041,4,7,6,20,36.26129444,-115.2073694,33,3,1,1,998,1,0,45
320042,4,19,4,11,36.31756389,-115.2786417,12,1,1,2,998,0,0,40
320043,1,8,1,4,36.02391111,-115.0034417,12,2,1,3,69,0,0,65
320044,1,24,3,20,36.19871667,-115.1608778,8,3,1,1,33,0,0,35
320045,1,29,1,5,35.65249444,-114.9498472,1,2,1,1,105,1,1,75
320046,4,19,4,7,35.99932222,-115.1548722,1,1,1,2,998,1,0,35
320047,4,20,5,1,36.29214444,-115.2877028,33,3,1,1,998,1,1,45
320048,4,20,5,5,36.08588889,-115.1449889,33,4,1,3,998,1,0,35
320049,1,1,1,0,36.10755556,-115.0872944,33,3,2,1,998,1,1,25
320050,1,2,2,14,36.17393889,-115.2508944,12,1,1,2,998,1,0,25
320051,1,5,5,15,36.18835,-115.1441389,33,1,2,1,998,0,0,35
320052,1,5,5,18,36.04222778,-115.1654,33,3,10,1,998,1,1,45
320053,1,14,7,15,36.13775278,-115.2790056,12,1,2,2,998,1,0,35
320054,1,14,7,16,36.06836111,-115.1971583,25,1,2,1,65,0,0,65
320055,4,22,7,21,36.06110833,-115.2607361,12,3,1,2,998,1,0,35
320056,1,17,3,6,39.54188333,-119.7404417,8,3,1,1,998,0,0,98
320057,1,21,7,17,36.15649167,-115.0627194,8,3,1,1,998,0,1,35
320058,1,24,3,18,39.37261944,-119.75485,14,2,1,1,998,0,0,70
320059,1,28,7,12,40.89476111,-117.8953,12,1,10,2,998,2,0,80
320060,1,28,7,20,39.18048889,-119.7238278,12,3,1,2,998,0,0,45
320061,1,29,1,6,39.65726667,-119.1576056,1,2,10,1,998,1,1,80
320062,1,1,1,14,36.28778056,-115.1780722,12,1,1,2,998,0,0,35
320063,4,13,5,1,36.92839167,-116.0508778,12,2,1,2,85,0,1,55
320064,4,9,1,19,36.80920833,-114.0733611,31,2,1,1,80,1,1,75
320065,3,29,4,2,36.01135833,-114.9501528,8,2,1,1,50,0,0,50
320066,4,15,7,21,39.15513333,-119.7671222,8,3,1,1,30,0,0,25
320067,4,23,1,22,39.64440278,-119.7081639,12,3,1,2,998,0,0,55
320068,3,1,4,10,38.12343056,-117.9345278,1,1,10,1,65,1,0,70
320069,3,28,3,20,39.40325833,-119.7488528,8,3,2,1,998,0,0,98
320070,4,9,1,1,36.12147222,-115.0738889,12,3,1,2,998,1,1,45
320071,4,11,3,19,39.54225556,-119.8565194,12,5,1,2,998,1,0,45
320072,4,11,3,21,36.194225,-115.0622194,8,3,1,2,998,0,0,98
320073,4,12,4,22,36.10254167,-115.1008528,8,3,1,1,998,0,0,45
320074,4,12,4,4,36.17413889,-115.2394639,12,3,10,2,55,1,0,65
320075,4,13,5,20,36.17388611,-115.0622194,8,3,1,1,998,0,0,45
320076,4,29,7,23,36.15328333,-115.2079722,12,3,1,2,998,1,0,45
320077,4,30,1,0,36.13070278,-115.2787778,31,3,1,1,998,1,1,98
320078,4,23,1,22,39.17211389,-119.7509722,12,3,1,2,998,2,0,40
320079,4,30,1,1,39.61796111,-119.2936694,12,2,1,2,998,1,1,70
320080,5,1,2,13,36.32659167,-114.9270278,1,1,1,1,64,1,0,55
320081,5,3,4,21,36.05823889,-115.1722,12,3,1,2,998,1,0,45
320082,5,12,6,19,36.13164167,-115.2079167,33,1,1,1,998,0,1,45
320083,5,7,1,12,36.09537222,-115.1806417,12,1,1,4,15,0,0,55
320084,5,12,6,0,36.04338056,-115.1801611,12,3,1,2,70,1,1,45
320085,2,8,4,6,39.48714722,-118.8757944,12,3,1,2,998,1,0,98
320086,2,8,4,17,39.48971667,-119.757675,42,1,1,2,998,1,1,98
320087,2,19,1,23,36.16765,-115.0305944,33,3,1,1,998,1,0,25
320088,5,10,4,16,36.18085,-115.155075,12,1,1,2,998,1,1,98
320089,4,28,6,16,39.44759167,-119.7717167,12,1,1,2,998,0,0,65
320090,5,12,6,19,35.83350278,-115.2856111,18,1,1,1,105,1,1,70
320091,5,16,3,14,36.20957778,-115.129775,12,1,10,3,53,1,0,65
320092,5,19,6,13,36.28589167,-115.2820944,33,1,1,1,998,1,0,98
320093,5,20,7,1,36.71493333,-116.6065028,12,2,1,2,75,1,0,70
320094,5,20,7,21,36.58176389,-116.0649583,12,2,1,2,82,2,0,70
320095,5,21,1,18,36.08450556,-115.0328528,12,1,10,2,998,1,0,45
320096,5,22,2,14,39.52945,-119.6152472,31,1,1,1,998,1,0,98
320097,5,26,6,3,36.17363889,-115.2270611,30,3,1,1,89,1,1,65
320098,5,26,6,7,37.01896667,-116.7354417,38,1,1,1,75,1,1,70
320099,5,29,2,22,36.12981944,-115.10475,9,3,1,1,998,1,0,45
320100,6,2,6,4,35.80564444,-115.3796583,31,2,1,1,76,1,0,55
320101,5,8,2,3,39.54526944,-119.7759917,12,3,98,4,998,0,0,30
320102,6,3,7,17,36.084625,-115.0329361,12,1,1,5,998,1,1,45
320103,5,6,7,18,40.81777222,-115.7769028,38,1,10,1,998,1,0,98
320104,5,12,6,14,39.47490556,-118.781625,12,1,1,2,80,1,0,30
320105,5,27,7,13,40.97031111,-117.7629278,38,1,1,1,998,1,0,45
320106,6,4,1,5,36.23336944,-115.307125,33,4,1,1,998,1,1,45
320107,3,2,5,18,39.18505556,-119.7124667,8,3,1,1,998,0,0,55
320108,3,9,5,18,36.19574722,-115.1471,8,3,1,1,998,0,0,98
320109,3,8,4,12,36.09912222,-115.2995528,8,1,1,1,998,0,0,15
320110,4,15,7,10,36.18602778,-115.9589583,12,1,1,2,13,1,0,45
320111,4,7,6,13,36.043325,-115.1814333,12,1,1,2,40,0,0,55
320112,6,7,4,4,39.38991667,-119.2305639,12,4,1,2,998,1,1,65
320113,6,8,5,17,36.77737778,-114.2753972,1,1,10,1,73,1,0,75
320114,6,9,6,4,36.10366111,-115.1808944,8,3,1,2,48,0,0,55
320115,6,10,7,1,36.12944444,-115.2250361,12,3,1,2,998,1,1,45
320116,6,10,7,17,39.53143056,-119.81475,8,1,2,1,998,0,0,25
320117,6,11,1,22,36.20289444,-115.1724056,12,3,1,2,998,2,0,45
320118,6,12,2,1,36.75346944,-114.1588361,11,2,1,1,998,2,0,98
320119,6,12,2,7,36.09690833,-115.207925,1,1,1,2,998,1,0,45
320120,6,13,3,0,35.82241667,-115.2904333,33,2,1,1,63,1,0,55
320121,6,13,3,11,36.05695,-115.107475,12,1,1,2,998,0,1,45
320122,6,13,3,17,36.17275833,-115.1162194,12,1,1,2,998,1,0,98
320123,6,14,4,15,36.08800833,-115.1809583,42,1,10,1,55,1,0,65
320124,6,15,5,8,36.27818333,-115.2643667,59,1,1,1,55,1,0,55
320125,6,15,5,18,36.31959444,-115.6726667,33,1,10,1,35,1,1,35
320126,6,18,1,11,36.23416389,-115.1090028,31,1,1,1,85,1,1,65
320127,6,19,2,21,36.11829444,-115.1900278,12,3,6,2,998,0,1,35
320128,6,25,1,0,39.26303056,-119.8382806,31,2,1,1,998,1,1,55
320129,6,26,2,3,36.21025,-115.2055778,33,3,1,1,998,1,1,45
320130,6,27,3,18,36.57795833,-116.1958167,12,1,1,2,75,1,0,70
320131,6,27,3,18,36.12989167,-115.1814639,39,1,1,1,63,1,0,35
320132,4,2,1,15,36.27610556,-114.9934806,12,1,1,2,65,1,1,55
320133,3,21,3,6,36.21754722,-115.1796361,8,4,2,1,998,0,0,50
320134,6,26,2,10,39.428275,-119.7580083,9,1,10,1,998,0,0,98
320135,4,12,4,18,38.55216111,-117.1897194,12,2,10,2,998,1,0,70
320136,7,2,1,1,36.16569722,-115.0259639,33,3,1,1,998,1,1,35
320137,7,3,2,19,36.32616667,-115.2247083,25,1,1,1,998,1,1,35
320138,7,3,2,23,36.2176,-115.1273583,12,3,10,2,998,1,0,45
320139,7,5,4,18,36.14753611,-115.1730778,12,1,1,2,998,0,0,35
320140,7,8,7,23,36.12614444,-115.2121917,8,3,1,1,998,1,0,98
320141,7,10,2,2,36.18103333,-115.0622611,8,3,1,1,998,0,0,45
320142,7,11,3,21,36.188725,-115.067025,12,3,1,2,998,0,1,0
320143,7,8,7,7,36.23527222,-115.1116778,18,1,1,1,998,1,0,35
320144,7,18,3,5,36.09358056,-115.1898056,12,8,1,2,998,0,1,35
320145,7,18,3,13,39.100775,-119.9096333,12,1,1,2,998,1,0,45
320146,4,4,3,2,36.11750278,-115.1727556,8,3,10,1,998,0,1,30
320147,4,9,1,16,39.44751667,-119.7749278,8,1,1,1,998,0,0,45
320148,4,11,3,21,36.21768611,-115.1165472,8,3,1,1,998,0,0,40
320149,4,13,5,7,39.29963889,-119.5210778,8,1,1,1,998,0,0,60
320150,4,17,2,13,39.09655556,-117.1327833,1,1,10,1,998,1,0,70
320151,4,23,1,19,40.88316667,-117.92315,31,1,1,1,80,1,1,80
320152,4,24,2,3,36.13400278,-115.1370222,8,3,10,1,998,0,0,30
320153,4,24,2,19,36.11489444,-115.0768583,8,3,1,1,998,0,0,45
320154,6,3,7,9,39.49580833,-119.7843306,1,1,1,1,998,1,0,65
320155,7,3,2,16,38.549675,-118.4377611,12,1,1,3,998,1,0,70
320156,7,4,3,23,39.55476944,-119.7880472,1,3,1,1,998,2,1,65
320157,7,13,5,23,39.59066389,-119.8262028,59,2,1,1,998,1,0,65
320158,7,14,6,19,39.95998333,-118.7057778,1,1,1,1,998,1,0,80
320159,7,21,6,13,39.47849167,-118.8091389,12,1,1,3,998,2,0,35
320160,7,28,6,21,36.13407222,-115.0292111,9,3,1,1,998,0,0,25
320161,7,29,7,4,36.24736389,-115.0798806,12,3,1,2,998,0,0,45
320162,7,30,1,21,36.09984444,-115.2426806,8,3,1,1,998,0,1,45
320163,7,31,2,6,36.19470278,-115.1917306,12,1,1,2,998,1,0,45
320164,6,18,1,10,40.06507222,-114.6139556,17,1,10,1,70,1,0,70
320165,7,19,4,7,39.54762778,-119.5856889,12,1,10,2,998,1,0,65
320166,8,2,4,23,36.20342222,-115.1610056,33,3,1,1,95,3,0,45
320167,7,5,4,13,36.078875,-115.1186583,12,1,1,2,998,1,0,45
320168,7,30,1,11,39.14860833,-119.74565,57,1,1,1,998,1,0,65
320169,8,1,3,18,36.14381667,-115.1574472,8,1,1,1,998,0,0,35
320170,8,4,6,6,36.18839444,-115.0891194,12,1,1,2,998,0,0,45
320171,7,13,5,19,36.19801389,-115.1892306,12,5,1,2,998,0,0,45
320173,7,28,6,4,36.058175,-115.0696,33,3,1,1,93,1,1,35
320174,8,3,5,6,36.28269722,-114.9821972,12,1,1,2,95,1,0,55
320175,8,1,3,11,39.04599722,-118.967275,31,1,10,2,998,1,0,60
320176,5,28,1,4,39.53463611,-119.7495861,52,3,1,1,998,1,1,65
320177,6,21,4,16,39.49556944,-119.7890167,8,1,10,1,998,0,0,98
320178,7,26,4,19,40.88545833,-114.2525917,1,1,2,1,85,1,0,75
320179,5,18,5,20,39.52865833,-119.8635028,8,5,1,1,998,0,0,98
320180,6,28,4,2,39.4971,-119.7891444,8,3,1,2,998,0,0,35
320181,4,29,7,16,41.85344722,-114.7133167,31,1,1,1,998,1,1,70
320182,8,8,3,22,36.16121944,-115.2058028,12,3,1,2,998,1,0,45
320183,8,9,4,2,36.19755,-115.0184139,33,3,1,1,998,2,1,35
320184,7,21,6,13,36.80913333,-116.7259222,12,1,1,2,85,3,1,70
320185,8,3,5,15,39.02215833,-118.01385,35,1,1,1,998,1,0,70
320186,8,11,6,13,36.08590556,-115.2165639,12,1,1,3,998,0,0,35
320188,8,14,2,22,36.09438333,-115.2793944,33,3,1,1,998,1,0,45
320189,8,11,6,19,36.18557222,-115.9899722,12,1,1,2,55,0,1,45
320190,8,14,2,4,36.29032222,-115.181175,12,3,1,2,40,1,1,35
320191,8,15,3,1,36.19877778,-115.0098167,12,2,1,2,6,0,1,45
320192,7,31,2,23,39.61518889,-119.7696667,12,3,1,2,75,1,1,35
320193,7,26,4,12,36.239775,-115.1254028,12,1,1,2,998,1,0,45
320194,8,12,7,14,39.4134,-119.7528167,8,1,1,1,998,0,1,50
320195,8,9,4,2,38.99881389,-119.1913778,1,2,1,1,50,1,1,35
320196,5,1,2,21,36.17406944,-115.2120917,8,3,1,2,55,0,0,65
320197,5,4,5,23,36.20525833,-115.3236083,8,2,1,1,65,0,1,55
320198,5,4,5,14,36.08396111,-115.1794667,33,1,10,1,998,1,1,98
320199,5,5,6,23,36.16316389,-115.9593944,8,2,1,1,30,0,1,45
320200,5,21,1,21,36.14425556,-115.1392306,8,5,1,1,998,0,1,45
320201,5,4,5,22,36.04379722,-115.2432611,8,3,1,1,998,0,1,45
320202,4,27,5,17,39.53525556,-119.77955,9,1,1,1,998,0,0,30
320203,8,8,3,12,36.15916389,-115.2058639,12,1,1,2,998,1,0,45
320204,8,19,7,1,39.29392778,-117.9866667,33,2,1,1,73,1,1,70
320205,8,21,2,14,37.39965278,-117.1483944,12,1,10,2,75,1,0,70
320206,8,25,6,10,36.080475,-115.0441417,12,1,1,2,65,1,0,55
320207,8,28,2,10,36.11492222,-115.10085,12,1,1,3,998,0,0,45
320208,8,28,2,18,36.11495833,-115.066675,12,1,1,2,998,1,0,45
320209,8,28,2,23,39.53715833,-119.7877833,8,3,1,3,998,0,0,65
320210,8,29,3,10,36.188525,-115.2363528,12,1,1,2,998,0,0,45
320211,8,27,1,5,36.17361111,-115.103675,12,4,1,2,998,1,1,35
320212,8,14,2,16,35.99505,-115.2255778,12,1,1,2,998,1,0,98
320213,8,13,1,3,39.57653333,-119.7240306,12,3,1,2,114,0,1,40
320214,8,21,2,3,40.73773056,-114.058275,8,3,2,1,13,0,0,35
320215,9,6,4,9,36.11493056,-115.1098611,12,1,1,2,998,0,0,45
320216,9,8,6,19,36.159225,-115.2465472,8,3,1,1,45,0,0,45
320217,9,10,1,12,39.35814444,-118.5503028,1,1,10,1,998,1,1,70
320218,9,13,4,2,36.21446667,-115.1337833,38,3,1,1,998,1,1,98
320219,9,19,3,1,36.12191389,-115.2235056,8,3,1,1,998,0,1,35
320220,9,19,3,15,37.54728611,-115.1600889,1,1,1,1,70,1,0,70
320221,9,19,3,8,39.62329167,-119.9023917,12,1,1,4,998,0,0,98
320222,9,19,3,20,38.53665278,-118.3310667,12,2,2,2,998,1,0,70
320223,9,21,5,10,36.02353056,-115.3159694,12,1,1,2,998,1,0,55
320224,6,1,5,23,36.10021667,-115.0779222,12,3,1,2,998,0,1,98
320225,9,16,7,23,39.55648056,-119.7838972,8,3,1,1,998,0,0,98
320226,9,22,6,18,36.21093889,-115.0575111,12,5,1,2,998,1,0,25
320227,9,23,7,22,36.13063611,-115.1461139,33,3,1,1,998,1,0,35
320228,9,23,7,20,36.10254167,-115.0640222,9,3,1,1,998,0,0,35
320229,9,24,1,14,36.14223333,-115.2339139,12,1,1,2,998,0,1,25
320230,9,24,1,21,36.19593056,-115.0331167,9,3,1,1,998,0,0,98
320231,9,26,3,19,36.17883056,-115.0622361,12,3,1,2,998,1,0,45
320232,7,6,5,8,39.39204167,-119.7212111,9,1,1,1,23,0,0,35
320233,10,1,1,22,36.22520833,-115.0932861,9,3,1,1,998,0,0,25
320235,9,24,1,22,36.13488333,-114.9079639,12,2,1,2,65,1,0,55
320237,9,27,4,7,36.11540833,-115.0969056,33,1,1,2,998,0,0,45
320238,9,20,4,14,36.23934167,-115.1756778,12,1,10,2,998,1,0,45
320239,9,21,5,21,36.15907222,-115.0721667,8,2,1,1,36,0,0,35
320240,9,26,3,6,39.5348,-119.7541556,33,4,1,1,998,1,0,25
320241,9,30,7,23,36.15904722,-115.2190028,30,3,1,1,998,2,0,98
320242,10,1,1,19,39.43353611,-119.3418694,12,2,1,2,998,2,1,55
320243,10,4,4,2,36.10826944,-115.188425,25,3,1,1,998,1,0,45
320244,10,6,6,7,36.24321389,-115.1159528,8,1,1,1,998,0,0,98
320245,10,7,7,1,36.14206667,-115.0654444,8,3,1,1,998,0,0,45
320246,10,8,1,20,39.52753333,-119.7868778,8,3,1,2,998,0,0,25
320247,10,11,4,20,36.19557222,-115.0262806,12,3,1,2,998,0,0,45
320248,10,7,7,19,39.49601944,-119.7891389,8,3,1,1,998,0,0,40
320249,9,5,3,16,36.21762778,-115.1241611,12,1,1,2,43,0,0,45
320250,7,15,7,4,38.724075,-117.1145556,12,2,1,2,998,2,0,70
320251,8,26,7,21,37.94228611,-116.0518722,1,2,1,1,80,1,0,70
320252,10,8,1,0,39.52874722,-119.8208667,8,3,1,1,998,0,0,25
320253,10,12,5,14,36.1001,-115.1033667,12,1,1,2,998,0,1,45
320254,10,15,1,23,36.10080556,-115.1697889,8,3,1,1,998,0,0,45
320255,10,16,2,6,36.20003056,-115.1402583,12,4,1,2,998,0,1,98
320256,10,16,2,9,39.47057222,-118.8424917,12,1,1,2,998,2,0,98
320257,10,20,6,2,36.22499722,-115.1037611,33,3,1,1,998,1,1,25
320258,10,20,6,0,36.06115833,-115.1725028,8,2,1,1,998,0,1,45
320259,7,2,1,21,36.12206944,-115.1451111,8,3,1,1,998,0,0,35
320260,7,8,7,1,36.19564722,-115.1522694,8,3,1,1,998,0,0,35
320261,9,30,7,18,39.64852778,-119.8286611,1,5,1,1,998,1,0,98
320262,10,17,3,6,36.11636111,-114.9265639,9,1,1,1,998,0,0,98
320263,10,18,4,19,36.06159722,-115.0066139,8,3,1,1,45,0,0,98
320264,10,20,6,7,39.65406944,-119.3287278,31,1,98,1,998,1,0,65
320265,10,22,1,11,36.04863333,-115.3976278,31,7,1,1,55,1,0,50
320266,10,26,5,20,36.11706111,-115.0689389,8,3,1,1,998,0,0,98
320267,10,27,6,19,36.14073889,-115.065575,12,3,1,2,998,1,1,45
320268,10,28,7,4,36.19736667,-115.0263361,33,3,1,1,998,1,0,35
320269,10,28,7,18,36.23938056,-115.1484306,12,3,1,2,998,1,0,45
320270,10,29,1,21,36.18098056,-115.0983333,12,3,1,2,998,0,0,35
320271,10,16,2,4,40.64672778,-118.1806056,31,2,10,1,80,1,0,75
320272,8,18,6,16,38.07612778,-117.0559472,32,1,1,1,80,1,0,70
320273,8,7,2,8,36.27871389,-115.1943694,8,1,1,2,70,0,0,65
320274,8,13,1,12,36.13482222,-115.124,1,1,1,1,31,1,0,25
320275,5,11,5,20,36.0559,-115.2409611,8,3,1,1,36,0,0,35
320276,10,29,1,8,39.73411389,-119.0741167,31,1,1,1,998,1,0,80
320277,11,5,1,10,36.21591944,-114.6364694,1,1,1,1,70,1,0,50
320278,11,5,1,15,36.12639167,-115.1805806,25,1,1,3,58,1,0,35
320279,11,7,3,13,36.14911111,-115.0830833,12,1,1,2,998,0,0,45
320280,11,8,4,3,36.02331389,-115.1834667,8,2,1,1,998,0,0,45
320281,11,12,1,3,36.11542222,-115.1900083,12,3,1,2,998,0,1,35
320282,11,12,1,13,36.15900833,-115.2848,12,1,1,2,998,0,1,98
320283,11,12,1,16,36.30445833,-115.1885333,19,3,1,1,998,1,0,98
320284,11,12,1,19,36.26542222,-115.0988278,12,3,1,2,85,0,0,35
320285,11,13,2,11,36.5196,-115.55525,34,1,1,1,998,1,0,35
320286,11,14,3,14,36.18733611,-114.7414722,12,1,1,2,3,2,0,50
320287,11,17,6,14,36.10014722,-115.0641389,9,1,1,1,998,0,0,45
320288,11,18,7,20,36.09675278,-115.082525,38,3,1,1,998,1,0,25
320289,11,18,7,21,35.80198056,-115.37245,31,2,1,1,65,1,1,55
320290,11,19,1,20,36.11494444,-115.2163389,8,3,1,2,998,0,0,45
320291,11,21,3,22,36.114725,-115.2608167,8,3,1,1,998,0,1,45
320292,11,22,4,7,36.10030278,-115.1367806,8,1,1,2,998,0,0,30
320293,11,24,6,18,39.22306667,-114.9559556,12,2,4,2,65,1,0,70
320294,11,16,5,21,39.52931944,-118.9747972,18,2,10,1,998,1,0,65
320295,11,22,4,18,36.10796667,-115.1602278,8,3,1,1,998,0,0,35
320296,10,19,5,20,36.86406389,-116.7564639,12,2,1,3,75,2,0,70
320298,11,18,7,10,37.64721944,-115.7450056,31,1,10,2,8,0,0,70
320299,11,26,1,19,36.76382778,-114.351325,1,2,1,1,85,2,0,75
320300,11,26,1,21,36.25333056,-115.2447833,8,3,1,1,45,0,0,45
320301,11,30,5,3,36.178325,-115.1486139,8,3,1,1,998,0,1,65
320303,12,2,7,5,36.12979167,-115.1207417,8,3,1,1,998,0,0,45
320304,12,2,7,11,36.11488889,-115.109925,12,1,1,2,998,1,0,45
320305,12,3,1,19,36.11397778,-115.2428278,12,3,1,5,998,1,1,45
320306,12,6,4,16,39.51433889,-119.7891111,12,5,10,2,998,0,0,0
320307,12,12,3,22,36.15953333,-115.0473639,33,3,1,1,998,1,0,35
320308,12,15,6,18,39.49866667,-119.7962528,8,3,1,1,998,0,0,98
320309,12,16,7,12,39.18281944,-119.7333139,12,1,1,3,38,1,0,25
320310,9,8,6,5,36.11124722,-115.2971389,8,3,1,1,998,0,0,45
320311,9,7,5,19,36.21774444,-115.1080056,8,3,1,1,998,0,0,40
320312,9,17,1,19,36.21735833,-115.0938944,8,3,1,1,998,0,0,45
320313,11,29,4,17,36.27051389,-115.549875,31,2,1,1,63,1,0,55
320314,12,22,6,18,35.15369444,-114.6163222,8,3,1,1,998,0,0,45
320315,12,24,1,13,36.15901389,-115.063875,12,1,1,4,998,2,0,45
320316,12,25,2,0,36.01399167,-114.9913694,24,2,1,1,70,1,1,65
320317,12,25,2,0,36.08068056,-115.1816139,12,3,1,2,998,0,0,35
320318,12,29,6,10,36.15697778,-115.2801333,12,1,1,2,998,1,1,25
320319,12,29,6,18,36.036975,-115.2971694,12,5,1,2,998,1,0,45
320320,12,7,5,17,39.53353333,-119.765825,8,3,1,3,998,0,1,98
320321,12,23,7,14,36.27115833,-116.068475,12,1,1,2,15,0,0,35
320322,11,21,3,19,36.25400556,-115.1170278,8,3,1,1,15,0,0,98
320323,12,30,7,4,36.10096389,-115.2055806,33,3,1,1,998,0,0,45
320324,10,21,7,7,39.47776944,-119.8296194,35,1,1,1,998,1,1,45
320325,10,10,3,18,39.47636389,-118.80085,8,1,10,1,998,0,0,35
320326,10,17,3,8,40.73439167,-115.7011694,31,1,1,1,998,1,0,98
320327,10,31,3,18,36.10006667,-115.2236611,8,3,1,1,998,0,0,45
320328,10,16,2,1,36.15893611,-115.1555778,8,3,1,1,998,0,0,35
320329,10,27,6,3,36.30922778,-114.9546167,8,2,1,2,60,0,0,55
320330,6,7,4,4,40.61899444,-116.7889944,1,2,10,1,60,1,1,55
320331,11,23,5,14,39.59273333,-119.7804889,12,1,10,2,998,0,0,35
320332,12,30,7,0,36.14403889,-115.1812444,8,3,1,1,998,0,1,0
320333,11,30,5,21,38.12312778,-117.9343222,12,2,1,3,68,1,0,70
320334,11,11,7,17,36.16259167,-115.1609389,8,3,1,6,68,0,0,65
320335,11,15,4,17,36.83610278,-114.0758167,8,3,10,1,28,0,0,35
320336,11,17,6,13,40.95675278,-117.5047639,35,1,10,1,90,1,1,75
320337,11,18,7,9,36.08430833,-115.0321556,8,1,1,1,998,0,0,45
320338,12,24,1,18,36.19895278,-115.0800361,8,3,1,1,998,0,0,45
320339,12,3,1,22,36.10628333,-115.1812167,12,3,1,2,40,0,1,35
320340,12,8,6,17,36.12582222,-115.0918722,8,3,1,2,998,0,0,35
320341,12,10,1,18,36.181325,-115.0675056,8,3,1,1,998,0,0,35
320342,12,9,7,15,36.29875833,-115.2859278,12,1,1,3,70,1,0,65
320343,12,10,1,19,36.144925,-115.0620222,8,3,1,1,998,0,0,45
320344,3,27,2,20,39.53818333,-119.8693111,15,2,1,1,998,0,0,35
320345,3,13,2,19,39.41433333,-119.7535556,8,2,10,6,998,0,0,50
320346,4,29,7,10,39.64676111,-119.8552111,42,1,10,1,998,1,0,98
320347,5,22,2,20,36.21844722,-115.3138528,9,1,1,1,38,0,0,45
320348,11,1,4,5,38.38059444,-117.1600111,1,2,1,1,70,1,0,70
320349,6,20,3,15,36.20327222,-115.1069667,12,1,1,3,998,0,0,35
320350,6,22,5,22,36.14386944,-115.1447833,12,3,1,2,102,0,0,45
320351,8,15,3,3,36.11516111,-115.1008472,8,3,1,1,52,0,0,45
320352,8,26,7,20,36.15886667,-115.3138833,8,3,1,1,34,0,0,45
320353,9,21,5,10,36.16261667,-115.1725889,8,1,1,1,998,0,0,25
320354,9,19,3,15,36.13864722,-115.19075,8,1,1,1,998,0,0,0
320355,9,22,6,17,39.65108056,-119.9588139,12,1,1,2,998,1,1,98
320356,10,31,3,5,36.15241111,-115.1632861,8,3,1,3,998,0,0,98
320357,11,4,7,12,36.19561111,-115.2071361,33,1,1,1,35,0,0,35
320358,10,24,3,19,36.15535833,-115.0473111,9,3,1,1,43,0,0,35
330001,1,6,6,19,42.80755278,-71.52976389,12,3,4,2,998,0,0,40
330002,1,9,2,17,42.81368056,-71.42117222,12,3,1,2,998,0,0,45
330003,1,10,3,10,43.63842778,-71.05848611,12,1,1,2,998,0,0,55
330004,1,12,5,14,42.967475,-72.34137778,12,1,2,2,998,0,0,55
330005,1,15,1,6,42.98946389,-71.45741111,8,3,10,1,998,0,0,30
330006,1,22,1,18,43.99980278,-70.99831389,8,2,10,1,998,0,0,50
330007,1,30,2,6,43.56732778,-71.43455,52,2,1,1,998,1,1,35
330008,2,5,1,17,42.94576111,-71.43181667,12,3,1,2,998,1,1,30
330009,2,5,1,8,42.91316389,-71.33458611,30,1,10,1,998,1,0,35
330010,2,8,4,14,43.76303056,-71.75828333,12,1,1,2,998,1,0,50
330011,1,14,7,0,43.12595833,-71.28625833,42,2,1,1,998,1,1,35
330012,2,16,5,23,43.65060833,-72.06023056,24,2,1,1,998,1,1,50
330013,2,24,6,18,42.98436667,-71.46313056,8,3,1,1,998,0,0,30
330014,2,24,6,4,43.348075,-71.0244,12,3,1,2,998,0,0,55
330015,2,21,3,18,42.996725,-71.45393889,8,3,2,1,998,0,1,30
330016,2,28,3,17,44.75834167,-71.14680556,35,1,11,1,998,1,1,50
330017,3,15,4,8,42.81706389,-71.64517778,12,1,1,2,998,1,0,55
330018,3,20,2,8,42.88308889,-72.32360278,12,1,1,2,998,1,0,50
330019,3,28,3,13,42.90363889,-71.00779444,42,1,10,1,998,1,0,40
330020,3,23,5,4,43.04094444,-72.07318889,12,2,5,2,998,1,1,55
330021,3,28,3,17,42.83280833,-72.54395556,12,1,10,2,998,1,0,50
330022,4,13,5,18,42.89433611,-71.31356667,12,1,1,3,998,0,0,30
