ST_CASE,MONTH,DAY,DAY_WEEK,HOUR,LATITUDE,LONGITUD,HARM_EV,LGT_COND,WEATHER,VE_FORMS,TRAV_SP,DEATHS,DR_DRINK,VSPD_LIM
10001,1,4,4,22,31.927975,-86.53883333,1,2,1,1,55,1,0,55
10002,3,20,2,2,30.50874444,-88.27321389,42,2,1,1,65,1,1,45
10003,3,18,7,22,34.73833333,-86.375825,35,2,1,1,60,1,1,45
10004,3,17,6,19,31.01478056,-86.74669444,11,2,2,1,60,1,1,35
10005,3,17,6,14,31.02740556,-87.6438,42,1,2,1,70,1,0,70
10006,3,16,5,5,33.22190556,-86.38474722,32,1,1,1,35,1,0,35
10007,3,16,5,5,34.44845556,-86.52765556,12,2,1,2,55,1,0,55
10008,3,15,4,11,33.02797222,-85.94111111,32,1,1,1,60,1,0,55
10009,3,11,7,1,32.38221389,-88.19781389,40,2,1,1,102,2,1,55
10010,1,12,5,18,32.10828056,-86.52649167,12,2,1,2,60,0,1,45
10011,1,2,2,18,34.10104444,-87.39218889,42,2,10,1,100,1,0,55
10012,1,3,3,14,32.51246111,-86.45651944,59,1,2,1,55,1,0,55
10013,1,1,1,2,30.56732222,-87.76065833,12,2,5,2,999,1,0,45
10014,1,2,2,17,33.409225,-86.97589444,8,2,1,1,999,0,0,30
10015,1,4,4,3,32.4605,-86.41808889,12,3,2,2,50,0,1,45
10016,1,2,2,2,34.26632222,-86.21219444,33,3,1,1,60,1,1,25
10017,1,1,1,21,34.24958333,-86.10768056,12,2,10,2,85,1,0,55
10018,1,1,1,17,34.75966667,-87.69033056,8,3,1,1,998,0,0,40
10019,2,8,4,9,34.88653056,-87.16217778,12,1,10,2,45,0,0,45
10020,1,6,6,17,32.66486389,-85.47311944,12,2,1,2,15,0,0,45
10021,1,7,7,0,33.13279167,-87.479475,42,2,10,1,63,1,1,40
10022,1,7,7,14,34.68618056,-86.121575,17,1,10,1,999,1,0,55
10023,1,7,7,16,30.62540278,-88.25841389,12,1,1,2,60,0,1,45
10024,1,7,7,21,34.67899722,-86.25980833,8,2,10,1,40,0,0,45
10025,1,7,7,23,33.35456111,-86.8531,42,2,1,1,999,1,0,70
10026,1,8,1,2,33.52293889,-86.79969722,12,3,10,3,0,0,0,55
10027,1,8,1,4,32.37151944,-87.01441389,38,2,10,1,65,1,1,25
10028,1,8,1,1,32.46204444,-85.22640556,18,2,1,1,60,1,1,45
10029,1,9,2,15,31.44830278,-85.69374444,12,1,1,3,60,1,0,55
10030,1,10,3,18,34.96879722,-86.56841389,12,3,1,2,100,1,0,60
10031,1,10,3,14,34.66165278,-86.78654167,57,1,1,2,999,1,0,70
10032,1,10,3,13,33.69981667,-85.80853056,12,1,1,2,10,1,0,45
10033,1,11,4,14,34.05989444,-86.60065,53,1,10,1,90,1,0,45
10034,1,11,4,5,30.983725,-88.12447222,12,2,1,2,3,0,0,0
10035,1,12,5,7,33.83238889,-86.28715556,12,1,10,2,999,0,0,45
10037,1,14,7,14,33.94964444,-85.66362778,12,1,1,2,55,1,0,55
10038,1,14,7,15,33.36641111,-87.434525,1,1,1,1,35,1,0,35
10039,1,14,7,15,30.56204167,-88.19935556,14,1,1,1,55,0,0,55
10040,1,15,1,0,34.43135278,-85.75604722,57,2,1,2,999,1,1,70
10041,1,15,1,20,30.71164167,-88.09763056,19,3,1,1,80,1,1,35
10042,1,16,2,5,30.55826111,-88.19546389,8,2,10,1,40,0,0,40
10043,1,16,2,18,33.73618611,-86.32035,42,2,10,1,70,1,0,45
10044,1,17,3,5,30.49578889,-88.33895278,1,2,10,1,80,1,0,70
10045,1,17,3,8,34.73041389,-87.68379722,12,1,10,3,999,1,0,35
10046,1,18,4,3,31.950225,-85.19660556,12,2,5,2,0,0,0,55
10047,1,18,4,9,34.24099167,-85.524275,12,1,1,2,75,0,0,55
10048,1,18,4,4,30.65873056,-87.89008889,8,2,5,1,82,0,0,70
10049,1,18,4,17,32.59830278,-85.80135278,11,2,1,1,55,1,0,45
10050,1,19,5,16,33.99073611,-85.59940556,35,1,1,1,60,2,0,35
10051,1,19,5,17,33.4757,-86.81571389,12,5,1,2,999,0,0,0
10052,1,19,5,20,33.43064444,-86.71108889,8,6,1,1,999,0,0,55
10053,1,20,6,19,34.28915556,-86.94586667,34,2,1,1,55,1,1,40
10054,1,20,6,21,33.391525,-86.78424167,8,2,1,1,999,0,0,70
10055,1,21,7,1,33.50821389,-86.82138889,12,3,1,2,999,1,0,25
10056,1,22,1,5,34.47698889,-88.06257222,42,2,2,1,55,1,0,55
10057,1,22,1,16,33.59725833,-85.93728611,12,5,2,2,65,1,0,55
10058,1,23,2,6,32.43374167,-84.980825,10,2,5,1,999,1,0,30
10059,1,24,3,10,34.86291389,-85.60091111,12,1,1,2,55,1,0,55
10060,1,24,3,12,33.69407778,-85.69881667,12,1,1,2,60,2,0,55
10061,1,24,3,17,32.42029444,-86.26848333,8,3,1,1,999,0,0,45
10062,1,24,3,23,32.58888056,-85.45861667,8,2,1,1,999,0,0,70
10063,1,27,6,17,30.651525,-88.161075,8,1,1,1,30,0,0,45
10064,1,25,4,9,33.79472222,-86.68668333,12,1,1,2,999,1,0,98
10065,1,27,6,11,34.85695278,-86.86068333,32,1,1,1,55,1,0,55
10066,1,27,6,22,32.51683056,-86.03111667,12,2,1,2,65,1,1,45
10067,1,28,7,16,34.32739444,-86.83042778,42,1,10,1,45,1,0,45
10068,1,28,7,23,30.55865833,-88.18529722,1,2,1,1,999,1,1,30
10069,1,30,2,17,33.63482222,-86.72802222,12,3,10,2,75,1,0,60
10070,1,30,2,5,30.62865,-88.11328611,1,3,5,2,999,1,0,55
10071,1,31,3,13,34.20255278,-86.29467778,12,1,2,2,55,1,1,55
10072,2,1,4,1,33.25660278,-87.67691111,34,2,2,1,65,1,1,45
10073,2,3,6,14,34.70668611,-86.74119722,12,1,1,2,12,0,0,0
10074,2,3,6,11,34.37916111,-87.09301667,12,1,1,2,10,1,0,45
10075,2,3,6,18,33.43168333,-86.30441944,12,2,1,2,45,1,1,45
10076,2,4,7,11,33.88259167,-86.64585278,12,1,1,2,70,1,0,55
10077,2,5,1,14,34.71773333,-86.56159444,53,1,1,1,998,1,0,45
10078,2,6,2,0,32.44000833,-87.25093333,32,2,1,1,70,1,1,65
10079,2,6,2,7,34.82382222,-85.78124444,1,4,5,1,999,1,0,45
10080,2,6,2,15,34.57604167,-87.22489167,12,1,1,2,60,0,0,45
10081,2,7,3,3,31.86375278,-85.3812,11,2,1,1,90,2,1,55
10082,2,7,3,22,34.99196389,-86.87931389,8,2,10,1,70,0,0,70
10083,2,7,3,10,31.44450278,-86.61530833,12,1,1,2,70,1,0,65
10084,2,7,3,6,32.90294167,-86.91511944,12,2,1,2,25,1,0,55
10085,2,8,4,19,31.80149722,-86.60899444,12,2,1,2,1,0,0,45
10086,2,8,4,4,33.51084722,-86.89278333,30,3,10,1,41,1,0,30
10087,2,10,6,10,33.54399722,-86.59818889,14,1,1,1,70,1,0,70
10088,2,10,6,19,31.762625,-85.89778056,8,2,2,1,25,0,0,55
10089,2,10,6,20,32.48700833,-86.89550278,12,2,1,2,65,1,0,45
10090,2,10,6,19,33.10176667,-88.13794722,12,2,1,2,60,1,1,45
10091,2,11,7,15,32.32043056,-87.38451667,12,1,2,2,60,1,0,55
10092,2,11,7,22,33.89684722,-86.39945278,42,2,2,1,60,1,0,45
10093,2,12,1,3,34.12026111,-86.89445556,42,2,2,1,60,1,1,45
10094,2,12,1,3,30.66147778,-87.86930556,12,2,2,4,999,1,0,70
10095,2,13,2,12,33.64202778,-86.27756389,34,1,1,1,60,1,0,55
10096,2,14,3,11,30.44721667,-88.21703611,12,1,1,2,90,1,0,45
10097,2,14,3,16,31.61463056,-85.98586667,12,1,1,2,62,0,0,55
10098,2,14,3,3,30.75671944,-88.225575,12,2,1,2,60,1,1,45
10099,2,14,3,18,33.94356667,-87.85076389,12,2,1,2,0,1,0,55
10100,2,15,4,3,33.54508056,-86.64946667,8,3,2,3,65,0,0,70
10101,2,15,4,7,32.5216,-86.89802222,34,1,10,1,70,1,0,45
10102,2,16,5,14,33.961025,-85.40671944,12,1,10,2,55,1,0,55
10103,2,17,6,9,33.54840556,-86.54384722,21,1,10,1,999,1,0,98
10104,2,17,6,16,33.54371389,-86.64268056,52,1,1,1,85,1,0,70
10105,2,17,6,21,31.1118,-86.95663611,42,2,1,1,90,1,0,45
10106,2,18,7,5,34.73095278,-87.85557778,12,2,1,2,5,1,0,45
10107,2,18,7,22,30.69010556,-88.07088056,8,3,1,1,999,0,0,30
10108,2,18,7,23,31.63543611,-86.57088333,12,2,1,2,60,1,0,55
10109,2,19,1,3,30.60879722,-88.07477222,8,3,1,1,999,0,0,45
10110,2,19,1,15,34.29135278,-87.58554722,32,1,1,1,70,1,0,45
10111,2,20,2,20,30.86085,-88.41430556,12,2,1,2,45,1,0,45
10112,2,20,2,20,33.69643056,-86.67257778,42,2,1,1,999,1,1,98
10113,2,21,3,0,32.42322222,-86.96154722,11,2,1,1,60,1,1,45
10114,2,21,3,11,33.60955833,-86.582325,42,1,2,1,999,1,0,40
10115,2,21,3,22,31.65925278,-85.28007222,35,2,1,1,75,2,0,65
10116,2,22,4,6,33.40629722,-86.79378889,25,1,10,1,999,1,0,60
10117,2,22,4,4,33.61588889,-85.667375,8,2,10,1,65,0,0,70
10118,2,22,4,14,31.73101111,-85.92028611,18,1,10,1,80,1,0,45
10119,2,22,4,21,33.72174167,-85.84368333,34,2,1,1,60,1,1,30
10120,2,24,6,3,32.92718056,-87.83540833,12,2,10,2,55,0,0,55
10121,2,24,6,10,34.75455556,-87.43285278,42,1,2,1,50,1,0,55
10122,2,24,6,22,34.74635,-85.91579722,12,2,1,2,65,0,1,65
10123,2,25,7,5,34.34753056,-86.45670278,8,2,10,1,999,0,0,65
10124,2,25,7,13,32.42660278,-85.03563056,12,1,1,2,10,1,0,65
10125,2,25,7,18,32.36308333,-86.29995556,12,3,1,2,999,0,0,35
10126,2,25,7,19,32.05815556,-87.79236944,12,2,1,2,60,0,0,45
10127,2,26,1,2,31.64095833,-86.73195833,34,3,1,1,75,1,1,35
10128,2,26,1,20,32.79348611,-86.90693889,12,2,1,2,55,1,0,55
10129,2,27,2,20,34.93186111,-87.78362778,9,2,1,1,45,0,0,45
10130,2,27,2,22,34.73284444,-86.78629444,8,3,1,1,50,0,0,50
10131,2,28,3,15,33.43939444,-86.941075,8,1,1,1,999,1,0,30
10132,2,28,3,12,32.52731389,-86.20610278,12,1,1,2,999,1,0,50
10133,2,28,3,9,34.29231944,-87.14398889,12,1,1,2,65,0,1,55
10134,2,28,3,15,33.19837222,-87.53890556,12,1,1,2,999,1,0,45
10136,3,2,5,23,31.46061944,-87.40509722,42,2,10,1,45,1,1,45
10137,3,2,5,19,33.026675,-87.18549167,35,2,2,1,70,1,1,45
10138,3,2,5,18,31.77713056,-85.9359,8,3,2,1,50,0,0,55
10139,3,3,6,10,31.45915,-85.66834444,12,1,10,2,10,2,0,50
10140,3,3,6,9,34.21835833,-87.91235556,8,1,10,1,55,0,0,55
10141,3,3,6,19,31.30485833,-86.39624444,8,2,1,1,65,0,0,65
10142,3,3,6,19,31.75111944,-88.03578056,42,2,1,1,999,1,1,55
10143,3,4,7,21,30.83153889,-88.38606111,12,2,10,2,35,1,0,55
10144,3,5,1,10,34.88470556,-86.73896944,12,1,1,2,70,1,0,55
10145,3,5,1,12,33.76604167,-85.71595,34,1,1,1,25,1,0,40
10146,2,15,4,7,33.66527778,-86.83144167,12,1,2,2,50,1,0,70
10147,4,8,7,4,32.34248611,-86.95635556,12,2,10,2,95,0,0,65
10148,3,1,4,10,31.22368056,-86.28018611,12,1,1,2,55,1,0,55
10149,3,1,4,9,30.87748889,-88.12364722,12,1,1,2,999,1,0,45
10150,3,5,1,17,33.34208889,-86.18749722,12,5,1,2,15,1,0,35
10151,3,5,1,17,34.90190556,-86.67381667,43,5,1,1,80,1,1,45
10152,3,5,1,17,33.53560556,-86.71984444,12,5,1,2,999,0,0,40
10153,3,7,3,15,34.15887222,-86.35254167,12,1,1,2,50,0,0,55
10154,3,7,3,18,30.56745,-87.85224722,12,2,1,2,999,1,0,35
10155,3,9,5,0,32.45683611,-87.5422,12,2,10,3,55,0,0,55
10156,3,9,5,10,34.713825,-86.62693889,12,1,2,2,999,1,0,40
10157,3,9,5,19,33.69071111,-86.28174444,42,2,2,1,55,1,1,55
10158,3,9,5,22,34.94210278,-87.09398333,1,2,10,1,60,1,1,45
10159,3,10,6,0,33.63563889,-86.95567778,12,2,10,2,85,1,0,70
10160,3,10,6,13,33.94232222,-86.41411944,12,1,1,3,55,0,0,55
10161,3,11,7,2,30.66173611,-88.24159722,33,3,1,1,65,1,1,25
10162,3,11,7,12,34.04401111,-87.38936667,42,1,10,1,75,1,0,55
10163,3,11,7,17,32.23155278,-87.23378056,8,1,1,1,50,0,0,45
10164,3,11,7,21,34.63437222,-85.90679722,12,2,2,2,65,1,0,55
10165,3,11,7,22,31.73565,-86.37991944,34,2,1,1,70,1,0,55
10166,3,12,1,13,33.44984167,-86.81782778,21,1,2,1,999,1,0,60
10167,3,14,3,14,32.36533056,-86.285675,1,1,1,1,999,1,0,50
10168,3,13,2,14,34.47348611,-86.63823056,42,1,1,1,75,1,0,45
10169,3,10,6,12,33.68173056,-86.68076667,42,1,10,1,40,1,0,40
10170,3,11,7,4,33.59154722,-86.71340278,8,2,1,2,999,0,0,35
10171,3,12,1,1,33.4863,-86.82565,8,2,1,3,0,0,0,60
10172,3,14,3,22,34.80740556,-87.641425,8,3,1,1,30,0,0,45
10173,3,15,4,20,31.00565833,-87.30811944,40,2,1,1,999,1,0,45
10174,3,16,5,14,33.96003889,-86.04441667,12,1,1,2,999,1,0,25
10175,3,18,7,18,31.87364722,-85.14496389,30,5,1,1,60,1,1,25
10176,3,18,7,21,33.96990556,-86.45189444,12,3,1,2,999,1,0,45
10177,3,18,7,13,33.890475,-86.75497222,18,1,1,1,25,0,0,15
10178,3,19,1,14,33.94855278,-87.60008889,12,1,1,2,83,0,1,70
10179,3,19,1,5,32.32232778,-86.23848333,8,2,1,1,999,0,0,35
10180,3,19,1,19,31.87872778,-85.1487,8,3,1,1,40,0,0,35
10181,3,22,4,16,33.15035278,-85.32857778,12,1,1,2,60,2,0,55
10182,3,22,4,16,34.38587778,-85.74358056,34,1,10,1,70,1,1,45
10183,3,23,5,5,31.61222222,-87.68512778,1,4,5,1,70,1,1,45
10184,3,23,5,13,30.823325,-87.77396667,8,1,1,1,69,0,0,65
10185,3,23,5,15,34.48776944,-86.38196667,12,1,1,2,10,1,0,45
10186,3,25,7,11,30.79285556,-87.77043611,1,1,10,1,95,1,0,65
10187,3,25,7,12,34.79925278,-87.29503056,42,1,1,1,55,1,0,45
10188,3,25,7,13,32.45041111,-87.95627778,30,1,1,1,70,1,0,65
10189,3,25,7,19,33.60452222,-86.22931111,1,2,1,1,70,1,1,70
10190,3,26,1,9,34.23339722,-87.35983056,42,1,1,1,55,1,0,55
10191,3,26,1,11,32.30206389,-86.20641944,12,1,10,2,999,1,0,35
10192,3,27,2,13,33.61437778,-85.79505833,8,1,1,1,10,0,0,98
10193,3,28,3,6,31.01538889,-87.66123333,42,1,2,1,70,1,0,70
10194,3,28,3,6,30.68218056,-88.06702222,8,3,2,1,35,0,0,35
10195,3,28,3,18,34.23763611,-86.94045833,12,1,1,2,20,1,0,65
10196,3,28,3,22,30.70258889,-88.11945556,8,3,1,1,40,0,0,45
10197,3,28,3,15,30.63997778,-88.19743056,12,1,10,2,999,1,0,45
10198,3,29,4,23,33.05518889,-87.57994444,12,2,10,2,51,1,1,45
10199,3,30,5,9,34.95345,-87.46639444,12,1,1,2,55,2,0,55
10200,3,30,5,14,34.88744444,-87.843025,1,1,1,1,15,1,0,45
10201,3,31,6,4,31.64813333,-87.81568333,12,2,1,2,999,1,0,55
10202,3,31,6,2,32.84525556,-87.73315556,1,2,10,1,55,1,1,55
10203,3,31,6,11,34.30816667,-86.09114167,12,1,1,2,55,1,0,55
10204,3,31,6,13,32.74203056,-88.09298056,12,1,1,3,85,0,0,70
10205,4,1,7,15,33.25565833,-87.37888056,42,1,1,1,999,1,1,25
10206,4,1,7,17,33.05521944,-87.71248611,14,1,1,1,70,1,0,70
10207,4,2,1,2,30.56998056,-88.18816389,12,2,1,3,55,2,1,55
10208,4,2,1,13,33.54269722,-86.74965833,12,1,1,2,999,0,0,0
10209,4,2,1,22,32.28925556,-85.46988611,8,3,1,1,45,0,0,45
10210,4,2,1,17,34.2695,-87.21106111,42,1,1,1,50,1,0,35
10211,4,2,1,0,33.17536389,-87.52210833,12,3,1,2,47,0,1,35
10212,4,3,2,21,33.924275,-87.24282778,12,2,10,2,51,0,0,55
10213,4,4,3,15,33.21356389,-87.48693333,1,1,1,2,90,1,0,45
10214,4,4,3,17,32.1923,-86.11734167,12,1,1,2,15,1,0,55
10215,4,4,3,6,33.51481944,-88.194725,53,1,1,1,60,1,0,45
10217,4,5,4,0,34.32513889,-86.06371389,12,2,1,2,55,0,0,55
10218,4,5,4,14,32.59136111,-86.43779167,12,1,1,2,70,2,1,45
10219,4,5,4,21,31.17295278,-86.85440556,42,2,1,1,65,1,0,45
10220,4,5,4,6,33.71103056,-86.85287222,52,1,1,1,50,1,0,45
10221,4,5,4,23,33.52091389,-86.84924722,12,3,1,2,999,1,1,60
10222,4,4,3,0,34.21278889,-86.15603611,8,3,2,1,35,0,0,45
10223,4,6,5,5,30.78888611,-88.20849167,42,4,1,1,55,2,0,55
10224,4,6,5,18,32.36548333,-86.2835,12,5,2,2,999,1,0,60
10225,4,7,6,13,33.97066667,-86.39793611,42,1,2,1,65,1,0,45
10226,4,7,6,21,34.2383,-86.28931667,8,2,10,2,80,0,0,45
10227,4,7,6,23,31.9959,-86.52477778,42,2,1,1,100,1,1,70
10228,4,8,7,8,30.467675,-88.38431389,42,1,2,1,50,1,0,55
10229,4,9,1,7,31.09799444,-87.51480278,42,1,1,1,80,1,1,70
10230,4,11,3,10,34.71798611,-87.790125,10,1,1,1,28,1,0,40
10231,4,9,1,19,31.01310833,-88.02425278,12,5,1,3,999,0,1,65
10232,4,11,3,8,31.414825,-86.79200556,12,1,1,2,70,1,0,55
10233,4,13,5,5,31.71151111,-85.68725833,12,2,10,2,55,0,1,55
10234,4,6,5,21,34.67882778,-86.73914167,12,3,2,4,73,0,1,55
10235,4,13,5,8,33.45606389,-86.94409167,12,1,2,2,999,0,0,25
10236,4,13,5,21,31.51096667,-87.39409722,8,2,1,1,35,0,0,40
10237,4,13,5,17,31.200225,-85.43513333,12,1,1,2,5,0,0,45
10238,4,15,7,2,30.71783056,-88.13570833,8,3,1,1,999,0,1,45
10239,4,15,7,0,33.24051389,-87.66241389,12,2,1,2,999,1,1,65
10240,4,16,1,18,34.21295833,-86.51796111,1,1,1,1,35,1,0,35
10241,4,15,7,1,33.17344722,-87.47534444,12,3,1,2,5,0,0,55
10242,6,9,6,20,34.759875,-86.95723889,1,2,1,1,999,1,1,60
10243,4,16,1,2,32.54864167,-85.16531389,34,2,1,1,80,1,0,45
10244,4,17,2,14,33.90036944,-86.736225,12,1,1,2,55,1,0,55
10245,4,17,2,18,33.09184444,-85.24541389,42,2,1,1,65,1,0,45
10246,4,20,5,14,34.21815556,-85.60258611,1,1,1,1,50,1,0,40
10247,4,20,5,18,33.29,-86.84011944,59,5,1,1,999,1,0,40
10248,4,21,6,8,34.28836389,-86.23980556,12,1,1,2,999,1,1,55
10249,4,21,6,3,33.53256667,-85.93977222,8,2,1,1,55,0,0,55
10250,4,22,7,22,33.42205278,-87.00053333,12,2,1,2,35,0,0,40
10251,4,22,7,21,32.67515556,-87.22371944,34,2,1,1,999,1,1,55
10252,4,22,7,0,34.77585278,-87.01608056,1,2,1,1,75,1,1,45
10253,4,22,7,21,33.17735,-87.38298056,34,2,1,1,70,1,1,70
10254,4,23,1,3,30.658575,-87.88961944,12,2,1,2,999,1,1,70
10255,4,23,1,2,31.09769722,-86.03608333,34,2,1,1,30,1,1,35
10256,4,23,1,10,31.83407778,-87.74944167,35,1,1,1,70,1,0,65
10257,4,23,1,11,30.61974167,-88.07795278,12,1,1,2,999,0,1,45
10258,4,24,2,16,33.98928889,-87.336475,1,1,1,1,35,1,0,45
10259,4,25,3,14,34.44099444,-86.97230556,12,1,10,3,50,0,0,55
10260,4,26,4,23,33.28020556,-86.89651667,42,2,1,1,55,1,0,55
10261,4,26,4,22,34.00498333,-86.07986944,12,3,1,2,70,1,1,70
10262,4,26,4,18,30.63161389,-88.10510556,10,1,1,1,999,1,0,35
10263,4,28,6,21,31.09615278,-85.59116667,8,2,1,1,50,0,0,45
10264,4,29,7,3,31.75370833,-85.87965556,8,2,1,1,999,0,0,65
10265,4,28,6,20,33.93741389,-87.22449167,9,2,1,1,45,0,0,45
10266,4,29,7,13,34.33632222,-87.19812778,35,1,1,1,60,1,0,45
10267,4,29,7,14,34.05202222,-86.16516944,32,1,1,1,55,1,0,55
10268,4,30,1,1,34.71796944,-86.034125,42,2,2,1,105,1,1,45
10269,4,30,1,18,30.6885,-88.064125,33,1,1,1,999,1,1,25
10270,5,1,2,2,30.26020556,-87.68253333,42,2,1,1,999,1,0,25
10271,4,29,7,14,33.50325556,-86.10652778,12,1,1,2,80,2,1,45
10272,4,30,1,23,32.40815278,-86.34554722,8,2,1,1,70,0,0,70
10273,4,30,1,17,32.62038333,-87.30896944,12,1,1,2,10,1,0,45
10274,5,1,2,11,30.72359167,-88.27616111,12,1,1,2,45,0,1,45
10275,5,1,2,14,34.84959444,-85.62011111,1,1,1,1,50,1,1,35
10276,5,2,3,0,33.51029167,-87.25708889,42,2,1,1,45,1,0,35
10277,5,2,3,16,31.46946111,-86.39556667,8,1,1,1,3,0,1,35
10278,5,3,4,6,34.47435833,-87.15837778,59,1,1,1,45,1,0,45
10279,5,4,5,4,34.67017222,-86.75208611,8,2,1,1,999,0,0,45
10280,5,4,5,7,33.87718056,-87.2368,12,1,1,2,999,0,0,45
10281,5,5,6,5,32.30173056,-86.19528889,12,4,1,2,999,1,0,25
10282,5,6,7,17,33.07967778,-87.55817222,42,1,10,1,58,1,1,30
10283,5,6,7,0,32.38181111,-86.22485278,1,3,1,1,999,1,1,45
10284,5,7,1,17,32.362525,-86.24419722,12,1,1,2,999,1,0,40
10285,5,7,1,22,34.14895,-86.86990278,12,2,1,4,70,1,0,70
10286,5,7,1,19,33.57275,-86.16856667,12,5,1,2,999,0,0,40
10287,5,8,2,19,31.32508333,-85.82336944,8,3,10,1,30,0,0,40
10288,5,8,2,2,30.594125,-88.16603611,8,3,10,1,999,0,1,35
10289,5,8,2,0,30.63390556,-88.11848611,24,3,1,1,999,1,1,65
10290,5,9,3,19,34.18274444,-86.84912778,8,1,1,1,999,0,0,0
10291,5,10,4,10,34.70052778,-86.517425,1,1,1,1,999,1,0,55
10292,5,10,4,1,31.42408056,-87.16038889,24,6,99,1,80,1,1,55
10293,5,15,2,2,30.874525,-88.30185556,42,2,1,1,45,1,0,45
10294,5,14,1,4,33.52585278,-87.23676111,1,2,5,1,999,1,0,25
10295,5,14,1,0,33.46880556,-86.05851111,8,2,1,1,999,0,0,65
10296,5,13,7,19,31.96480278,-86.31306944,34,2,1,1,40,1,1,35
10297,5,12,6,20,30.74913333,-88.11566111,8,2,10,1,999,0,0,30
10298,5,12,6,20,32.31002222,-86.22023333,12,3,1,2,999,0,1,55
10299,5,1,2,8,34.30784167,-86.90507222,12,1,1,4,53,1,0,70
10300,5,12,6,2,32.91271667,-86.60951111,42,2,2,1,65,1,0,55
10301,5,11,5,5,34.89636389,-87.38943333,34,4,10,1,45,1,0,45
10302,5,19,6,4,34.46694722,-86.78906389,12,2,10,2,55,1,0,55
10303,5,18,5,10,33.38766944,-86.64275556,12,1,10,2,55,1,0,55
10304,5,16,3,17,33.30173611,-86.19824167,12,1,10,4,60,1,0,55
10305,5,21,1,15,31.56356111,-86.94518611,35,1,1,1,45,1,1,45
10306,5,20,7,1,33.21745278,-86.80243056,24,2,1,1,999,1,0,70
10307,5,20,7,2,33.232275,-86.85979444,59,2,1,1,40,1,1,40
10308,5,19,6,21,31.14021944,-85.51686111,12,2,1,2,58,1,1,45
10309,5,19,6,18,34.11016389,-85.60405556,12,1,1,2,70,1,0,55
10310,5,16,3,15,34.50060278,-85.84568056,42,1,10,1,999,1,0,35
10311,5,16,3,12,30.87894167,-88.04126944,39,1,1,2,70,1,0,70
10312,5,22,2,22,34.54325833,-86.85838056,42,2,1,1,60,1,0,45
10313,2,25,7,23,33.32323611,-87.60500278,12,2,10,2,45,0,1,55
10314,5,22,2,20,30.5156,-88.20775556,34,2,1,1,55,1,0,45
10315,5,19,6,21,33.5322,-86.82337778,25,3,1,1,999,1,1,25
10316,5,23,3,15,34.79784722,-86.57559722,12,1,1,2,999,1,0,0
10317,5,24,4,15,34.544675,-86.42763889,12,1,1,2,102,1,0,55
10318,5,24,4,13,30.250175,-87.68952222,9,1,10,1,999,0,0,35
10319,5,24,4,17,30.81008889,-88.10288333,12,1,1,2,999,0,0,70
10320,5,24,4,20,33.45782778,-86.95318611,15,3,1,1,35,0,0,45
10322,3,11,7,22,31.19976111,-85.41545556,12,2,1,2,128,0,1,50
10323,3,12,1,8,33.51319167,-86.849175,8,1,2,1,999,0,0,98
10324,3,12,1,3,34.57296111,-86.90966389,24,3,2,1,999,1,1,70
10325,5,20,7,20,34.73498611,-86.62766111,8,3,1,1,999,0,0,55
10326,5,25,5,3,33.59190833,-86.12335556,12,3,1,2,999,0,0,55
10327,5,25,5,19,33.55189444,-86.12654722,8,5,1,1,75,0,0,65
10328,5,25,5,22,34.85289444,-87.4059,12,2,1,2,65,0,0,65
10329,5,26,6,22,34.50058889,-87.02836944,1,2,1,1,998,1,1,40
10330,5,26,6,0,32.32762222,-86.33540556,30,3,1,1,999,1,1,45
10331,5,26,6,14,34.24425556,-85.64086944,43,1,1,1,25,1,0,45
10332,5,26,6,17,34.75101389,-86.77545278,12,1,1,2,999,0,0,25
10333,5,27,7,1,31.66246111,-85.81111389,35,2,1,1,90,1,1,65
10334,5,27,7,5,33.15118889,-87.15128056,12,2,10,3,56,0,1,55
10335,5,27,7,14,34.71292778,-86.65311389,12,1,1,2,999,1,0,70
10336,5,27,7,20,33.08691667,-85.33751667,12,2,1,2,65,1,0,55
10337,5,27,7,20,34.28393889,-86.22675833,9,3,10,1,60,0,0,55
10338,5,27,7,23,34.56605,-87.36673333,12,2,1,2,65,0,1,65
10339,5,27,7,10,30.70905278,-88.15166111,10,1,1,1,999,1,0,35
10340,5,28,1,3,33.49861944,-86.81494722,33,3,1,1,999,2,0,40
10341,5,28,1,2,34.88533889,-86.89343889,42,2,1,1,100,1,1,45
10342,5,29,2,12,31.27159722,-88.06288056,53,1,10,1,60,1,0,45
10343,5,31,4,18,33.04502778,-85.59050833,1,1,1,1,60,1,0,45
10344,6,1,5,5,34.09626667,-87.601175,12,4,1,3,55,1,0,55
10345,6,2,6,16,32.65495833,-85.42515,12,1,1,2,15,1,0,30
10346,6,3,7,21,30.75672222,-88.12030833,8,3,1,1,43,0,0,35
10347,6,3,7,2,34.78298333,-86.67237778,12,6,1,7,999,0,0,55
10348,6,4,1,18,34.967025,-86.83020278,53,1,1,2,65,1,0,55
10349,6,6,3,10,31.25014444,-88.0842,35,1,1,1,65,1,0,45
10350,6,6,3,18,30.55299722,-88.236125,12,1,1,3,75,0,0,45
10351,6,6,3,2,30.61745,-88.13685278,8,2,1,1,70,0,0,65
10352,6,6,3,22,33.57508333,-86.72006944,12,3,1,3,998,1,0,40
10353,6,7,4,5,30.80205833,-88.24351111,32,4,1,1,55,1,0,55
