ST_CASE,VEH_NO_x,DRIMPAIR_x,DRDISTRACT,DRIVERRF,PER_NO_x,DRUGRES,DRUGACTQTY,STATE_x,COUNTY,HARM_EV_x,MAKE_x,BODY_TYP_x,AGE,SEX,PER_TYP_x,INJ_SEV,REST_USE,REST_MIS,AIR_BAG_x,EJECTION,DRINKING,ALC_RES,HISPANIC,STATE_y,VE_FORMS,HARM_EV_y,NUMOCCS,HIT_RUN,VIN,MOD_YEAR,VPICMAKE,VPICMODEL,VPICBODYCLASS,MAKE_y,MAKENAME,MODEL,BODY_TYP_y,HAZ_INV,HAZ_PLAC,HAZ_ID,TRAV_SP,UNDEROVERRIDE,ROLLOVER,ROLINLOC,IMPACT1,DEFORMED,M_HARM,FIRE_EXP,DR_DRINK,DR_PRES,L_STATE,DR_ZIP,L_TYPE,L_STATUS,L_COMPL,L_COMPLNAME,L_RESTRI,DR_HGT,DR_WGT,PREV_DWI,PREV_SPD,PREV_OTH,FIRST_MO,FIRST_MONAME,FIRST_YR,LAST_MO,LAST_YR,SPEEDREL,VTRAFWAY,VNUM_LAN,VSPD_LIM,VALIGN,VPROFILE,VPAVETYP,VSURCOND,VTRAFCON,P_CRASH1,P_CRASH2,P_CRASH3,PCRASH4,PCRASH5,ACC_CONFIG,STATE,RACE,ORDER,MULTRACE,CASENUM,HARM_EV,DAY_WEEK,MONTH,MAXSEV_IM,WEATHR_IM,PER_NO_y,BODY_TYP,AGE_IM,SEX_IM,INJSEV_IM,PER_TYP_y,AIR_BAG_y,EJECT_IM,MAKE,VEH_NO_y,DRIMPAIR_y
120035,1,0,0.0,38.0,1.0,9999.0,-99.0,12.0,99.0,12.0,55.0,4.0,83.0,2.0,1.0,4.0,3.0,0.0,8.0,0.0,0.0,995.0,7.0,12.0,2.0,12.0,1.0,0.0,5NPEB4AC1DH5,2013.0,498.0,2459.0,13.0,55.0,Hyundai,33.0,4.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,2.0,6.0,12.0,0.0,0.0,1.0,12.0,33484.0,1.0,6.0,3.0,Valid license for this class vehicle,3.0,62.0,999.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,2.0,3.0,45.0,1.0,1.0,8.0,1.0,3.0,11.0,15.0,99.0,1.0,1.0,401.0,12.0,1.0,1.0,0.0,202304695899.0,12.0,6.0,1.0,0.0,10.0,1.0,4.0,15.0,1.0,0.0,1.0,1.0,0.0,55.0,1.0,98.0
120035,2,9,0.0,0.0,1.0,9999.0,-99.0,12.0,99.0,12.0,37.0,4.0,34.0,2.0,1.0,3.0,3.0,0.0,8.0,0.0,1.0,995.0,0.0,12.0,2.0,12.0,1.0,0.0,1HGCP2F35CA1,2012.0,474.0,1861.0,13.0,37.0,Honda,32.0,4.0,1.0,0.0,0.0,45.0,0.0,0.0,0.0,12.0,6.0,12.0,0.0,1.0,1.0,12.0,33437.0,1.0,6.0,3.0,Valid license for this class vehicle,3.0,67.0,999.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,2.0,3.0,45.0,1.0,1.0,8.0,1.0,3.0,1.0,62.0,99.0,1.0,1.0,402.0,12.0,0.0,1.0,0.0,202304722421.0,12.0,1.0,2.0,0.0,1.0,1.0,4.0,63.0,2.0,0.0,1.0,98.0,0.0,37.0,1.0,99.0
120037,1,9,0.0,53.0,1.0,1.0,-99.0,12.0,105.0,34.0,37.0,90.0,36.0,1.0,1.0,4.0,20.0,7.0,20.0,1.0,1.0,240.0,7.0,12.0,1.0,34.0,1.0,0.0,0,2017.0,474.0,99999.0,69.0,37.0,Honda,739.0,90.0,1.0,0.0,0.0,998.0,7.0,0.0,0.0,12.0,4.0,34.0,0.0,1.0,1.0,12.0,33875.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,64.0,999.0,0.0,0.0,1.0,3.0,March,2021.0,3.0,2021.0,4.0,1.0,2.0,98.0,2.0,1.0,8.0,11.0,0.0,14.0,6.0,99.0,4.0,4.0,102.0,12.0,1.0,1.0,0.0,202304636966.0,43.0,1.0,1.0,2.0,1.0,1.0,83.0,49.0,1.0,2.0,1.0,20.0,8.0,73.0,1.0,98.0
120047,1,0,0.0,38.0,1.0,0.0,-99.0,12.0,19.0,12.0,55.0,4.0,27.0,2.0,1.0,2.0,3.0,0.0,8.0,0.0,0.0,996.0,0.0,12.0,3.0,12.0,2.0,0.0,5NPDH4AE8DH2,2013.0,498.0,2735.0,13.0,55.0,Hyundai,35.0,4.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,9.0,6.0,12.0,0.0,0.0,1.0,12.0,32073.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,63.0,999.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,2.0,2.0,25.0,1.0,1.0,8.0,1.0,20.0,11.0,15.0,99.0,1.0,1.0,414.0,12.0,0.0,1.0,0.0,202304907558.0,12.0,3.0,5.0,1.0,1.0,1.0,4.0,22.0,2.0,0.0,1.0,20.0,0.0,55.0,1.0,0.0
120054,1,99,99.0,36.0,1.0,1.0,-99.0,12.0,31.0,12.0,35.0,4.0,34.0,1.0,1.0,3.0,20.0,7.0,1.0,0.0,1.0,195.0,0.0,12.0,3.0,12.0,2.0,0.0,1N4AL2AP3CN5,2012.0,478.0,1904.0,13.0,35.0,Nissan/Datsun,47.0,4.0,1.0,0.0,0.0,55.0,0.0,0.0,0.0,12.0,6.0,12.0,0.0,1.0,1.0,12.0,32210.0,1.0,2.0,2.0,No valid license for this class vehicle,0.0,69.0,999.0,0.0,1.0,2.0,1.0,January,2019.0,7.0,2021.0,0.0,6.0,2.0,55.0,1.0,6.0,8.0,1.0,0.0,1.0,52.0,99.0,1.0,2.0,998.0,12.0,0.0,1.0,0.0,202304949996.0,12.0,6.0,3.0,2.0,10.0,1.0,4.0,20.0,1.0,2.0,1.0,1.0,0.0,35.0,1.0,0.0
120057,1,0,0.0,38.0,1.0,0.0,-99.0,12.0,53.0,12.0,63.0,4.0,45.0,1.0,1.0,1.0,3.0,0.0,8.0,0.0,0.0,996.0,0.0,12.0,2.0,12.0,1.0,0.0,5XXGT4L30KG3,2019.0,499.0,2739.0,13.0,63.0,KIA,34.0,4.0,1.0,0.0,0.0,20.0,7.0,0.0,0.0,9.0,6.0,12.0,0.0,0.0,1.0,12.0,34606.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,69.0,999.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,1.0,2.0,30.0,1.0,1.0,8.0,1.0,20.0,1.0,17.0,99.0,1.0,1.0,504.0,12.0,0.0,1.0,0.0,202304743253.0,12.0,4.0,1.0,1.0,1.0,1.0,4.0,35.0,1.0,0.0,1.0,20.0,0.0,63.0,3.0,0.0
120061,1,99,0.0,36.0,1.0,9999.0,-99.0,12.0,86.0,39.0,2.0,14.0,25.0,1.0,1.0,4.0,20.0,7.0,1.0,0.0,9.0,995.0,6.0,12.0,1.0,39.0,1.0,0.0,ZACCJABB3HPG,2017.0,483.0,6160.0,7.0,2.0,Jeep / Kaiser-Jeep / Willys- Jeep,408.0,14.0,1.0,0.0,0.0,60.0,7.0,0.0,0.0,12.0,6.0,39.0,1.0,0.0,1.0,12.0,33147.0,1.0,1.0,2.0,No valid license for this class vehicle,0.0,68.0,999.0,0.0,0.0,0.0,12.0,December,2021.0,12.0,2021.0,5.0,2.0,4.0,50.0,1.0,1.0,8.0,1.0,0.0,10.0,6.0,99.0,2.0,4.0,101.0,12.0,1.0,1.0,0.0,202304662204.0,23.0,4.0,1.0,4.0,1.0,1.0,14.0,25.0,1.0,4.0,1.0,1.0,0.0,2.0,1.0,99.0
120067,1,99,0.0,39.0,1.0,9999.0,-99.0,12.0,121.0,12.0,2.0,14.0,72.0,2.0,1.0,4.0,3.0,0.0,8.0,0.0,0.0,995.0,7.0,12.0,2.0,12.0,1.0,0.0,1C4NJPBA0CD6,2012.0,483.0,1947.0,7.0,2.0,Jeep / Kaiser-Jeep / Willys- Jeep,407.0,14.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,3.0,6.0,12.0,0.0,0.0,1.0,12.0,32064.0,1.0,6.0,3.0,Valid license for this class vehicle,3.0,62.0,999.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,1.0,2.0,45.0,1.0,1.0,8.0,1.0,20.0,1.0,17.0,99.0,1.0,1.0,502.0,12.0,1.0,1.0,0.0,202305212273.0,8.0,4.0,8.0,2.0,10.0,1.0,14.0,31.0,1.0,0.0,1.0,20.0,0.0,2.0,1.0,0.0
120072,1,99,0.0,6.0,1.0,9999.0,-99.0,12.0,86.0,12.0,35.0,4.0,20.0,1.0,1.0,4.0,20.0,7.0,99.0,0.0,9.0,995.0,6.0,12.0,2.0,12.0,5.0,0.0,1N4AL2AP0CN5,2012.0,478.0,1904.0,13.0,35.0,Nissan/Datsun,47.0,4.0,1.0,0.0,0.0,55.0,0.0,0.0,0.0,11.0,6.0,12.0,1.0,0.0,1.0,12.0,33168.0,7.0,6.0,3.0,Valid license for this class vehicle,0.0,66.0,999.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,2.0,6.0,55.0,1.0,1.0,8.0,1.0,0.0,1.0,10.0,99.0,1.0,2.0,208.0,12.0,2.0,1.0,0.0,202304941804.0,12.0,2.0,2.0,1.0,1.0,1.0,4.0,20.0,2.0,1.0,1.0,9.0,0.0,35.0,1.0,98.0
120073,1,9,0.0,38.0,1.0,9999.0,-99.0,12.0,9.0,12.0,7.0,34.0,56.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,995.0,0.0,12.0,2.0,12.0,1.0,0.0,1B7GG26X7XS1,1999.0,476.0,1941.0,60.0,7.0,Dodge,472.0,34.0,1.0,0.0,0.0,998.0,0.0,0.0,0.0,12.0,6.0,12.0,0.0,1.0,1.0,12.0,32935.0,0.0,0.0,0.0,Not licensed,0.0,70.0,999.0,0.0,2.0,0.0,11.0,November,2019.0,7.0,2020.0,0.0,1.0,6.0,98.0,1.0,1.0,8.0,1.0,3.0,11.0,15.0,99.0,1.0,1.0,401.0,12.0,0.0,1.0,0.0,202304878287.0,12.0,2.0,4.0,0.0,1.0,1.0,34.0,40.0,1.0,0.0,1.0,20.0,0.0,7.0,1.0,0.0
120076,1,0,0.0,0.0,1.0,9995.0,-99.0,12.0,99.0,42.0,55.0,14.0,73.0,2.0,1.0,3.0,3.0,0.0,8.0,0.0,0.0,995.0,0.0,12.0,1.0,42.0,2.0,0.0,KM8JU3AG6EU8,2014.0,498.0,2058.0,7.0,55.0,Hyundai,402.0,14.0,1.0,0.0,0.0,35.0,7.0,0.0,0.0,12.0,6.0,42.0,0.0,0.0,1.0,12.0,33486.0,1.0,6.0,3.0,Valid license for this class vehicle,3.0,60.0,999.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,2.0,2.0,35.0,1.0,1.0,8.0,1.0,0.0,1.0,13.0,99.0,1.0,4.0,101.0,12.0,0.0,1.0,0.0,202305264521.0,12.0,2.0,8.0,0.0,1.0,1.0,14.0,29.0,2.0,0.0,1.0,20.0,0.0,55.0,1.0,0.0
120083,2,0,0.0,39.0,1.0,9997.0,-99.0,12.0,95.0,12.0,49.0,14.0,28.0,1.0,1.0,2.0,3.0,0.0,8.0,0.0,0.0,997.0,0.0,12.0,2.0,12.0,1.0,0.0,NMTKHMBX2JR0,2018.0,448.0,17213.0,8.0,49.0,Toyota,405.0,14.0,1.0,0.0,0.0,40.0,0.0,0.0,0.0,12.0,6.0,12.0,0.0,0.0,1.0,12.0,34758.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,64.0,999.0,0.0,4.0,4.0,4.0,April,2018.0,8.0,2022.0,0.0,2.0,3.0,40.0,1.0,1.0,8.0,1.0,3.0,1.0,17.0,99.0,1.0,1.0,415.0,12.0,0.0,1.0,0.0,202304684643.0,12.0,6.0,1.0,0.0,1.0,1.0,14.0,23.0,1.0,0.0,1.0,20.0,0.0,49.0,2.0,0.0
120088,1,98,99.0,38.0,1.0,9999.0,-99.0,12.0,99.0,12.0,37.0,4.0,21.0,1.0,1.0,1.0,3.0,0.0,20.0,0.0,9.0,995.0,0.0,12.0,2.0,12.0,3.0,0.0,JHMCP26498C0,2008.0,474.0,1861.0,13.0,37.0,Honda,32.0,4.0,1.0,0.0,0.0,35.0,0.0,0.0,0.0,1.0,6.0,12.0,0.0,0.0,1.0,12.0,33409.0,0.0,0.0,0.0,Not licensed,0.0,999.0,999.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,2.0,4.0,45.0,1.0,1.0,8.0,1.0,3.0,11.0,15.0,99.0,1.0,1.0,401.0,12.0,0.0,1.0,0.0,202304866071.0,12.0,4.0,4.0,1.0,1.0,1.0,4.0,19.0,2.0,1.0,1.0,1.0,0.0,37.0,2.0,0.0
120096,2,0,0.0,0.0,1.0,9995.0,-99.0,12.0,86.0,12.0,55.0,4.0,27.0,1.0,1.0,0.0,3.0,0.0,20.0,0.0,0.0,995.0,0.0,12.0,2.0,12.0,2.0,0.0,KMHD74LF6HU1,2017.0,498.0,2735.0,13.0,55.0,Hyundai,35.0,4.0,1.0,0.0,0.0,15.0,7.0,0.0,0.0,8.0,4.0,12.0,0.0,0.0,1.0,12.0,33175.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,70.0,999.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,1.0,2.0,35.0,1.0,1.0,8.0,1.0,0.0,11.0,15.0,99.0,1.0,1.0,414.0,12.0,0.0,1.0,0.0,202305358547.0,12.0,2.0,10.0,0.0,1.0,1.0,4.0,27.0,1.0,0.0,1.0,9.0,0.0,55.0,2.0,0.0
120100,1,99,99.0,36.0,1.0,9999.0,-99.0,12.0,11.0,12.0,53.0,80.0,36.0,1.0,1.0,4.0,20.0,7.0,20.0,8.0,0.0,995.0,7.0,12.0,2.0,12.0,2.0,0.0,JS1DM11B0H21,2017.0,509.0,13179.0,80.0,53.0,Suzuki,706.0,80.0,1.0,0.0,0.0,120.0,7.0,8.0,8.0,12.0,6.0,12.0,0.0,0.0,1.0,12.0,33351.0,1.0,6.0,3.0,Valid license for this class vehicle,3.0,70.0,999.0,0.0,0.0,0.0,11.0,November,2021.0,11.0,2021.0,0.0,6.0,2.0,55.0,1.0,1.0,8.0,1.0,0.0,1.0,51.0,99.0,1.0,1.0,202.0,12.0,1.0,1.0,0.0,202304694670.0,12.0,7.0,1.0,4.0,1.0,1.0,80.0,36.0,1.0,4.0,1.0,20.0,8.0,53.0,1.0,99.0
120105,1,9,0.0,38.0,1.0,0.0,-99.0,12.0,117.0,12.0,63.0,4.0,34.0,2.0,1.0,1.0,3.0,0.0,8.0,0.0,1.0,190.0,0.0,12.0,2.0,12.0,2.0,0.0,5XXGT4L35JG2,2018.0,499.0,2739.0,13.0,63.0,KIA,34.0,4.0,1.0,0.0,0.0,30.0,0.0,0.0,0.0,1.0,6.0,12.0,0.0,1.0,1.0,12.0,32792.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,65.0,999.0,0.0,1.0,0.0,8.0,August,2018.0,9.0,2022.0,0.0,2.0,3.0,45.0,1.0,1.0,8.0,1.0,3.0,11.0,15.0,99.0,1.0,1.0,401.0,12.0,0.0,1.0,0.0,202304780682.0,12.0,2.0,2.0,2.0,1.0,1.0,4.0,27.0,1.0,2.0,1.0,20.0,0.0,63.0,2.0,0.0
120113,1,0,99.0,36.0,1.0,9999.0,-99.0,12.0,9.0,12.0,73.0,80.0,19.0,1.0,1.0,4.0,20.0,7.0,20.0,8.0,9.0,995.0,7.0,12.0,2.0,12.0,1.0,0.0,JKAZX4R189A0,2009.0,510.0,3173.0,80.0,73.0,Kawasaki,705.0,80.0,1.0,0.0,0.0,100.0,7.0,8.0,8.0,12.0,6.0,12.0,0.0,0.0,1.0,12.0,32907.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,68.0,999.0,0.0,1.0,0.0,10.0,October,2021.0,9.0,2022.0,0.0,1.0,2.0,45.0,1.0,1.0,8.0,1.0,0.0,1.0,17.0,99.0,1.0,1.0,415.0,12.0,1.0,1.0,0.0,202304989312.0,12.0,6.0,3.0,3.0,1.0,1.0,80.0,64.0,1.0,3.0,1.0,20.0,8.0,73.0,2.0,0.0
120125,1,0,0.0,38.0,1.0,0.0,-99.0,12.0,101.0,12.0,49.0,4.0,24.0,1.0,1.0,0.0,3.0,0.0,20.0,0.0,0.0,996.0,0.0,12.0,2.0,12.0,1.0,0.0,JTDS4RCE9LJ0,2020.0,448.0,2208.0,13.0,49.0,Toyota,32.0,4.0,1.0,0.0,0.0,8.0,7.0,0.0,0.0,7.0,4.0,12.0,0.0,0.0,1.0,12.0,34653.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,68.0,999.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,2.0,2.0,30.0,1.0,1.0,8.0,1.0,20.0,11.0,15.0,99.0,1.0,1.0,414.0,12.0,0.0,1.0,0.0,202304646824.0,12.0,1.0,1.0,0.0,10.0,1.0,4.0,25.0,1.0,0.0,1.0,20.0,0.0,49.0,2.0,0.0
120127,1,99,99.0,6.0,1.0,3019.0,-99.0,12.0,33.0,12.0,72.0,80.0,60.0,1.0,1.0,4.0,20.0,7.0,20.0,8.0,0.0,0.0,7.0,12.0,3.0,12.0,1.0,0.0,1HD1KBC17MB6,2021.0,3888.0,12628.0,81.0,72.0,Harley-Davidson,706.0,80.0,1.0,0.0,0.0,45.0,7.0,8.0,8.0,12.0,6.0,2.0,1.0,0.0,1.0,54.0,26680.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,72.0,280.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,1.0,2.0,45.0,1.0,1.0,8.0,1.0,0.0,1.0,50.0,99.0,1.0,1.0,202.0,12.0,1.0,1.0,0.0,202304981879.0,1.0,6.0,5.0,3.0,1.0,1.0,80.0,27.0,1.0,3.0,1.0,20.0,8.0,72.0,1.0,99.0
120134,3,0,0.0,0.0,1.0,9999.0,-99.0,12.0,111.0,12.0,63.0,14.0,55.0,1.0,1.0,0.0,3.0,0.0,20.0,0.0,0.0,995.0,0.0,12.0,3.0,12.0,1.0,0.0,5XYPG4A3XHG2,2017.0,499.0,2769.0,7.0,63.0,KIA,402.0,14.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,8.0,4.0,12.0,0.0,0.0,1.0,12.0,34945.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,72.0,999.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,2.0,4.0,45.0,1.0,1.0,8.0,1.0,3.0,1.0,98.0,99.0,1.0,1.0,998.0,12.0,0.0,1.0,0.0,202305262790.0,11.0,5.0,9.0,1.0,1.0,1.0,14.0,70.0,2.0,1.0,1.0,98.0,0.0,63.0,1.0,98.0
120140,2,0,99.0,6.0,1.0,0.0,-99.0,12.0,95.0,12.0,20.0,14.0,35.0,1.0,1.0,2.0,3.0,0.0,8.0,0.0,0.0,996.0,0.0,12.0,2.0,12.0,2.0,0.0,3GNKBHR46PS1,2023.0,467.0,11502.0,7.0,20.0,Chevrolet,498.0,14.0,1.0,0.0,0.0,70.0,0.0,0.0,0.0,12.0,6.0,12.0,0.0,0.0,1.0,48.0,78756.0,0.0,0.0,0.0,Not licensed,0.0,999.0,999.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,3.0,2.0,70.0,1.0,1.0,8.0,1.0,0.0,1.0,50.0,99.0,1.0,1.0,202.0,12.0,0.0,1.0,0.0,202305207361.0,12.0,5.0,8.0,3.0,1.0,1.0,14.0,33.0,1.0,3.0,1.0,9.0,0.0,20.0,1.0,9.0
120162,2,0,0.0,0.0,1.0,9999.0,-99.0,12.0,99.0,59.0,35.0,6.0,36.0,1.0,1.0,4.0,3.0,0.0,8.0,0.0,0.0,995.0,6.0,12.0,2.0,59.0,2.0,0.0,KNMAT2MT3FP5,2015.0,478.0,1913.0,8.0,35.0,Nissan/Datsun,51.0,6.0,1.0,0.0,0.0,45.0,0.0,0.0,0.0,12.0,6.0,12.0,0.0,0.0,1.0,12.0,33498.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,72.0,999.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,2.0,6.0,45.0,3.0,1.0,8.0,1.0,0.0,14.0,62.0,99.0,1.0,1.0,998.0,12.0,1.0,1.0,0.0,202304668014.0,12.0,6.0,1.0,3.0,1.0,1.0,6.0,40.0,2.0,2.0,1.0,8.0,0.0,35.0,2.0,0.0
120168,1,0,0.0,0.0,1.0,5060.0,-99.0,12.0,31.0,12.0,55.0,4.0,29.0,2.0,1.0,4.0,20.0,7.0,8.0,1.0,0.0,264.0,7.0,12.0,2.0,12.0,1.0,0.0,5NPEC4AC7BH1,2011.0,498.0,2459.0,13.0,55.0,Hyundai,33.0,4.0,1.0,0.0,0.0,40.0,0.0,0.0,0.0,12.0,6.0,12.0,0.0,1.0,1.0,12.0,32223.0,1.0,1.0,2.0,No valid license for this class vehicle,0.0,61.0,999.0,0.0,0.0,0.0,10.0,October,2018.0,9.0,2022.0,0.0,5.0,5.0,40.0,1.0,1.0,8.0,1.0,0.0,11.0,15.0,99.0,1.0,1.0,401.0,12.0,2.0,1.0,0.0,202305198182.0,12.0,5.0,8.0,2.0,1.0,1.0,4.0,71.0,2.0,0.0,1.0,20.0,0.0,55.0,1.0,8.0
120171,2,0,0.0,0.0,1.0,0.0,-99.0,12.0,83.0,12.0,37.0,4.0,32.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,996.0,0.0,12.0,2.0,12.0,2.0,0.0,2HGES165X5H5,2005.0,474.0,1863.0,13.0,37.0,Honda,31.0,4.0,1.0,0.0,0.0,30.0,7.0,0.0,0.0,12.0,6.0,12.0,0.0,0.0,1.0,12.0,32686.0,1.0,6.0,3.0,Valid license for this class vehicle,3.0,66.0,999.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,1.0,2.0,30.0,1.0,1.0,8.0,1.0,0.0,1.0,54.0,99.0,1.0,1.0,303.0,12.0,0.0,1.0,0.0,202305485259.0,53.0,2.0,12.0,3.0,1.0,1.0,4.0,24.0,1.0,0.0,1.0,9.0,0.0,37.0,1.0,98.0
120184,2,99,99.0,0.0,1.0,9995.0,-99.0,12.0,57.0,12.0,55.0,4.0,28.0,2.0,1.0,3.0,20.0,7.0,8.0,0.0,0.0,995.0,0.0,12.0,2.0,12.0,2.0,0.0,5NPDH4AE7EH4,2014.0,498.0,2735.0,13.0,55.0,Hyundai,35.0,4.0,1.0,0.0,0.0,65.0,0.0,0.0,0.0,12.0,6.0,12.0,0.0,0.0,1.0,12.0,33569.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,60.0,999.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,4.0,5.0,5.0,40.0,1.0,1.0,8.0,1.0,0.0,1.0,67.0,99.0,1.0,1.0,415.0,12.0,0.0,1.0,0.0,202305039390.0,12.0,5.0,6.0,0.0,1.0,1.0,4.0,22.0,1.0,0.0,1.0,20.0,0.0,55.0,2.0,0.0
120189,1,0,0.0,0.0,1.0,9995.0,-99.0,12.0,115.0,12.0,20.0,14.0,32.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,995.0,0.0,12.0,2.0,12.0,1.0,0.0,3GNAXHEV2LS6,2020.0,467.0,1847.0,7.0,20.0,Chevrolet,404.0,14.0,1.0,0.0,0.0,45.0,0.0,0.0,0.0,12.0,6.0,12.0,0.0,0.0,1.0,12.0,33981.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,58.0,999.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,5.0,7.0,45.0,1.0,1.0,8.0,1.0,0.0,1.0,62.0,99.0,1.0,1.0,402.0,12.0,0.0,1.0,0.0,202305385390.0,12.0,1.0,10.0,0.0,1.0,1.0,14.0,25.0,1.0,0.0,1.0,20.0,0.0,20.0,1.0,0.0
120192,1,98,93.0,58.0,1.0,9999.0,-99.0,12.0,71.0,24.0,55.0,14.0,57.0,1.0,1.0,4.0,20.0,7.0,1.0,0.0,0.0,995.0,7.0,12.0,1.0,24.0,1.0,0.0,KM8SR4HFXHU2,2017.0,498.0,2057.0,7.0,55.0,Hyundai,401.0,14.0,1.0,0.0,0.0,45.0,7.0,0.0,0.0,12.0,6.0,19.0,0.0,0.0,1.0,12.0,33990.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,66.0,999.0,0.0,0.0,0.0,4.0,April,2020.0,4.0,2020.0,0.0,2.0,2.0,45.0,1.0,1.0,8.0,1.0,0.0,1.0,13.0,99.0,1.0,4.0,101.0,12.0,1.0,1.0,0.0,202304996129.0,12.0,6.0,5.0,2.0,10.0,1.0,14.0,45.0,2.0,0.0,1.0,9.0,0.0,55.0,1.0,98.0
120197,1,99,99.0,28.0,1.0,1.0,-99.0,12.0,81.0,12.0,12.0,2.0,61.0,1.0,1.0,4.0,20.0,7.0,8.0,0.0,9.0,124.0,7.0,12.0,2.0,12.0,1.0,0.0,1FA6P8CF8N51,2022.0,460.0,1781.0,3.0,12.0,Ford,3.0,2.0,1.0,0.0,0.0,40.0,0.0,0.0,0.0,12.0,6.0,12.0,0.0,1.0,1.0,12.0,34221.0,1.0,6.0,3.0,Valid license for this class vehicle,3.0,69.0,999.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,1.0,2.0,25.0,2.0,1.0,8.0,1.0,0.0,14.0,10.0,99.0,1.0,2.0,301.0,12.0,1.0,1.0,0.0,202305476366.0,33.0,6.0,9.0,2.0,1.0,1.0,2.0,19.0,1.0,2.0,1.0,9.0,0.0,12.0,1.0,98.0
120201,2,0,0.0,0.0,1.0,0.0,-99.0,12.0,17.0,12.0,35.0,15.0,50.0,2.0,1.0,1.0,3.0,0.0,8.0,0.0,0.0,996.0,0.0,12.0,2.0,12.0,1.0,0.0,5N1BA0ND7FN6,2015.0,478.0,1915.0,7.0,35.0,Nissan/Datsun,421.0,15.0,1.0,0.0,0.0,50.0,0.0,0.0,0.0,12.0,6.0,12.0,0.0,0.0,1.0,12.0,34434.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,67.0,999.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0,1.0,8.0,1.0,0.0,1.0,62.0,99.0,1.0,1.0,402.0,12.0,0.0,1.0,0.0,202304935292.0,12.0,2.0,5.0,0.0,10.0,1.0,15.0,27.0,2.0,0.0,1.0,20.0,0.0,35.0,1.0,0.0
120207,3,0,0.0,0.0,1.0,0.0,-99.0,12.0,86.0,25.0,30.0,4.0,16.0,1.0,1.0,2.0,3.0,0.0,8.0,0.0,0.0,996.0,0.0,12.0,3.0,25.0,1.0,0.0,1VWBH7A36CC0,2012.0,482.0,3134.0,13.0,30.0,Volkswagen,46.0,4.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,6.0,12.0,0.0,0.0,1.0,12.0,33139.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,68.0,999.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,3.0,6.0,55.0,1.0,1.0,8.0,1.0,0.0,2.0,50.0,8.0,1.0,1.0,998.0,12.0,0.0,1.0,0.0,202305121830.0,12.0,3.0,7.0,2.0,1.0,1.0,4.0,28.0,1.0,0.0,1.0,20.0,0.0,30.0,2.0,0.0
