ST_CASE,VEH_NO_x,DRIMPAIR_x,DRDISTRACT,DRIVERRF,PER_NO_x,DRUGRES,DRUGACTQTY,STATE_x,COUNTY,HARM_EV_x,MAKE_x,BODY_TYP_x,AGE,SEX,PER_TYP_x,INJ_SEV,REST_USE,REST_MIS,AIR_BAG_x,EJECTION,DRINKING,ALC_RES,HISPANIC,STATE_y,VE_FORMS,HARM_EV_y,NUMOCCS,HIT_RUN,VIN,MOD_YEAR,VPICMAKE,VPICMODEL,VPICBODYCLASS,MAKE_y,MAKENAME,MODEL,BODY_TYP_y,HAZ_INV,HAZ_PLAC,HAZ_ID,TRAV_SP,UNDEROVERRIDE,ROLLOVER,ROLINLOC,IMPACT1,DEFORMED,M_HARM,FIRE_EXP,DR_DRINK,DR_PRES,L_STATE,DR_ZIP,L_TYPE,L_STATUS,L_COMPL,L_COMPLNAME,L_RESTRI,DR_HGT,DR_WGT,PREV_DWI,PREV_SPD,PREV_OTH,FIRST_MO,FIRST_MONAME,FIRST_YR,LAST_MO,LAST_YR,SPEEDREL,VTRAFWAY,VNUM_LAN,VSPD_LIM,VALIGN,VPROFILE,VPAVETYP,VSURCOND,VTRAFCON,P_CRASH1,P_CRASH2,P_CRASH3,PCRASH4,PCRASH5,ACC_CONFIG,STATE,RACE,ORDER,MULTRACE,CASENUM,HARM_EV,DAY_WEEK,MONTH,MAXSEV_IM,WEATHR_IM,PER_NO_y,BODY_TYP,AGE_IM,SEX_IM,INJSEV_IM,PER_TYP_y,AIR_BAG_y,EJECT_IM,MAKE,VEH_NO_y,DRIMPAIR_y
10003,1,99,96.0,0.0,1.0,1.0,-99.0,1.0,89.0,35.0,49.0,4.0,21.0,2.0,1.0,4.0,20.0,7.0,1.0,0.0,0.0,148.0,7.0,1.0,1.0,35.0,1.0,0.0,4T1BE32K16U7,2006.0,448.0,2469.0,13.0,49.0,Toyota,40.0,4.0,1.0,0.0,0.0,60.0,7.0,0.0,0.0,12.0,6.0,42.0,0.0,1.0,1.0,1.0,35802.0,1.0,6.0,3.0,Valid license for this class vehicle,1.0,61.0,130.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,3.0,1.0,2.0,45.0,2.0,6.0,2.0,1.0,97.0,14.0,12.0,99.0,1.0,4.0,102.0,1.0,1.0,1.0,0.0,202304813037.0,35.0,7.0,3.0,4.0,1.0,1.0,4.0,21.0,2.0,4.0,1.0,1.0,0.0,49.0,1.0,99.0
10004,1,9,96.0,0.0,1.0,1.0,-99.0,1.0,53.0,11.0,2.0,6.0,54.0,1.0,1.0,3.0,3.0,0.0,8.0,0.0,1.0,117.0,0.0,1.0,1.0,11.0,3.0,0.0,3C4NJDBB9JT1,2018.0,483.0,1946.0,7.0,2.0,Jeep / Kaiser-Jeep / Willys- Jeep,1.0,6.0,1.0,0.0,0.0,60.0,7.0,0.0,0.0,98.0,6.0,42.0,0.0,1.0,1.0,19.0,52402.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,73.0,250.0,0.0,0.0,1.0,7.0,July,2020.0,8.0,2020.0,3.0,1.0,2.0,35.0,3.0,6.0,2.0,1.0,98.0,14.0,87.0,7.0,1.0,4.0,101.0,1.0,0.0,1.0,0.0,202305025851.0,12.0,6.0,5.0,2.0,1.0,1.0,6.0,28.0,2.0,0.0,1.0,20.0,0.0,2.0,3.0,9.0
10019,1,0,13.0,28.0,1.0,3019.0,10.0,1.0,83.0,12.0,12.0,34.0,20.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,12.0,1.0,0.0,1FT7W2BT2JEC,2018.0,460.0,1805.0,60.0,12.0,Ford,481.0,34.0,1.0,0.0,0.0,45.0,0.0,0.0,0.0,12.0,6.0,12.0,0.0,0.0,1.0,1.0,35614.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,72.0,140.0,0.0,1.0,0.0,3.0,March,2021.0,3.0,2021.0,0.0,1.0,2.0,45.0,3.0,5.0,2.0,1.0,0.0,14.0,10.0,99.0,1.0,2.0,301.0,1.0,0.0,1.0,0.0,202304737713.0,12.0,4.0,2.0,3.0,10.0,1.0,34.0,20.0,1.0,0.0,1.0,1.0,0.0,12.0,1.0,0.0
10023,2,0,96.0,0.0,1.0,1.0,-99.0,1.0,97.0,12.0,12.0,4.0,50.0,1.0,1.0,4.0,3.0,0.0,8.0,0.0,0.0,0.0,7.0,1.0,2.0,12.0,1.0,0.0,1FAHP35N98W2,2008.0,460.0,1779.0,13.0,12.0,Ford,37.0,4.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,9.0,6.0,12.0,0.0,0.0,1.0,1.0,36695.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,69.0,200.0,0.0,0.0,0.0,7.0,July,2018.0,7.0,2018.0,0.0,1.0,2.0,45.0,1.0,1.0,2.0,1.0,20.0,1.0,66.0,99.0,1.0,1.0,504.0,1.0,1.0,1.0,0.0,202304884658.0,12.0,6.0,3.0,4.0,1.0,1.0,4.0,37.0,1.0,4.0,1.0,8.0,0.0,12.0,1.0,9.0
10030,1,0,96.0,36.0,1.0,0.0,-99.0,1.0,89.0,12.0,37.0,80.0,22.0,1.0,1.0,4.0,20.0,7.0,20.0,8.0,0.0,996.0,7.0,1.0,2.0,12.0,1.0,0.0,JH2PC2501RM3,1994.0,474.0,14060.0,98.0,37.0,Honda,705.0,80.0,1.0,0.0,0.0,100.0,7.0,8.0,8.0,12.0,6.0,12.0,0.0,0.0,1.0,1.0,35750.0,1.0,1.0,2.0,No valid license for this class vehicle,1.0,63.0,140.0,0.0,5.0,2.0,7.0,July,2018.0,1.0,2022.0,3.0,2.0,2.0,60.0,1.0,1.0,2.0,1.0,0.0,1.0,62.0,99.0,1.0,1.0,402.0,1.0,1.0,1.0,0.0,202304667990.0,12.0,3.0,1.0,4.0,1.0,1.0,80.0,22.0,1.0,4.0,1.0,20.0,8.0,37.0,1.0,0.0
10030,2,0,96.0,0.0,1.0,0.0,-99.0,1.0,89.0,12.0,12.0,6.0,67.0,2.0,1.0,2.0,3.0,0.0,8.0,0.0,0.0,996.0,0.0,1.0,2.0,12.0,1.0,0.0,2FMDK3KC0ABB,2010.0,460.0,1797.0,7.0,12.0,Ford,24.0,6.0,1.0,0.0,0.0,15.0,7.0,0.0,0.0,3.0,6.0,12.0,0.0,0.0,1.0,47.0,37334.0,1.0,6.0,3.0,Valid license for this class vehicle,3.0,63.0,125.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,2.0,2.0,60.0,1.0,1.0,2.0,1.0,0.0,11.0,15.0,1.0,1.0,1.0,401.0,1.0,0.0,1.0,0.0,202304667990.0,12.0,3.0,1.0,4.0,1.0,1.0,6.0,67.0,2.0,2.0,1.0,8.0,0.0,12.0,2.0,0.0
10032,1,99,96.0,38.0,1.0,0.0,-99.0,1.0,15.0,12.0,37.0,4.0,88.0,2.0,1.0,4.0,3.0,0.0,8.0,0.0,8.0,996.0,7.0,1.0,2.0,12.0,1.0,0.0,19XFB2F50CE0,2012.0,474.0,1863.0,13.0,37.0,Honda,31.0,4.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,9.0,6.0,12.0,0.0,0.0,1.0,1.0,36278.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,64.0,160.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,2.0,2.0,45.0,1.0,5.0,2.0,1.0,20.0,11.0,15.0,99.0,1.0,1.0,414.0,1.0,1.0,1.0,0.0,202305472399.0,12.0,6.0,11.0,1.0,1.0,1.0,4.0,26.0,2.0,0.0,1.0,20.0,0.0,37.0,2.0,0.0
10032,2,0,0.0,0.0,1.0,0.0,-99.0,1.0,15.0,12.0,12.0,5.0,23.0,1.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,996.0,0.0,1.0,2.0,12.0,1.0,0.0,3FADP4EJ1KM1,2019.0,460.0,3267.0,5.0,12.0,Ford,32.0,5.0,1.0,0.0,0.0,70.0,0.0,0.0,0.0,12.0,6.0,12.0,0.0,0.0,1.0,13.0,36207.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,999.0,999.0,0.0,1.0,0.0,11.0,November,2020.0,11.0,2020.0,0.0,2.0,4.0,65.0,1.0,1.0,2.0,1.0,0.0,1.0,67.0,7.0,1.0,1.0,415.0,1.0,0.0,1.0,0.0,202304763735.0,12.0,3.0,2.0,0.0,1.0,1.0,5.0,29.0,1.0,0.0,1.0,20.0,0.0,12.0,2.0,0.0
10037,2,0,96.0,0.0,1.0,0.0,-99.0,1.0,15.0,12.0,58.0,4.0,41.0,2.0,1.0,3.0,3.0,0.0,8.0,0.0,0.0,996.0,0.0,1.0,2.0,12.0,1.0,0.0,JN1CV6AP2BM5,2011.0,480.0,2337.0,13.0,58.0,Infiniti,37.0,4.0,1.0,0.0,0.0,55.0,0.0,0.0,0.0,12.0,6.0,12.0,0.0,0.0,1.0,13.0,36272.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,999.0,999.0,0.0,0.0,2.0,1.0,January,2019.0,8.0,2019.0,0.0,1.0,2.0,55.0,1.0,1.0,2.0,1.0,0.0,1.0,62.0,99.0,1.0,1.0,302.0,1.0,0.0,1.0,0.0,202304737976.0,12.0,3.0,2.0,2.0,10.0,1.0,4.0,25.0,1.0,0.0,1.0,1.0,0.0,58.0,1.0,0.0
10038,1,0,96.0,83.0,1.0,5060.0,1.3,1.0,125.0,1.0,12.0,14.0,17.0,1.0,1.0,4.0,20.0,7.0,20.0,1.0,0.0,0.0,7.0,1.0,1.0,1.0,3.0,0.0,1FMDU32PXVUB,1997.0,460.0,1800.0,7.0,12.0,Ford,401.0,14.0,1.0,0.0,0.0,35.0,7.0,3.0,1.0,0.0,6.0,34.0,0.0,0.0,1.0,1.0,35406.0,2.0,6.0,3.0,Valid license for this class vehicle,0.0,71.0,154.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,1.0,2.0,35.0,1.0,6.0,5.0,1.0,0.0,1.0,87.0,6.0,3.0,2.0,998.0,1.0,1.0,1.0,0.0,202304668299.0,1.0,7.0,1.0,4.0,1.0,1.0,14.0,17.0,1.0,4.0,1.0,20.0,1.0,12.0,1.0,0.0
10044,1,99,92.0,58.0,1.0,3019.0,100.0,1.0,97.0,1.0,37.0,2.0,58.0,1.0,1.0,4.0,20.0,7.0,8.0,1.0,9.0,0.0,7.0,1.0,1.0,1.0,1.0,0.0,2HGFG12627H5,2007.0,474.0,1863.0,3.0,37.0,Honda,31.0,2.0,1.0,0.0,0.0,80.0,7.0,3.0,5.0,0.0,6.0,1.0,0.0,0.0,1.0,28.0,39560.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,70.0,170.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,3.0,2.0,70.0,1.0,1.0,2.0,2.0,0.0,1.0,13.0,99.0,1.0,4.0,101.0,1.0,1.0,1.0,0.0,202304807230.0,34.0,1.0,3.0,2.0,2.0,1.0,2.0,19.0,1.0,2.0,1.0,20.0,0.0,37.0,1.0,9.0
10049,1,0,96.0,58.0,1.0,1.0,-99.0,1.0,123.0,11.0,37.0,4.0,48.0,2.0,1.0,4.0,3.0,0.0,20.0,0.0,0.0,0.0,7.0,1.0,1.0,11.0,1.0,0.0,1HGCR3F8XEA0,2014.0,474.0,1861.0,13.0,37.0,Honda,32.0,4.0,1.0,0.0,0.0,55.0,7.0,0.0,0.0,2.0,6.0,42.0,0.0,0.0,1.0,1.0,36879.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,67.0,175.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,1.0,2.0,45.0,3.0,6.0,2.0,2.0,0.0,14.0,87.0,99.0,1.0,1.0,103.0,1.0,2.0,1.0,0.0,202304698716.0,12.0,3.0,1.0,0.0,1.0,1.0,4.0,24.0,1.0,0.0,1.0,8.0,0.0,37.0,2.0,0.0
10060,1,0,99.0,58.0,1.0,1094.0,50.0,1.0,15.0,12.0,49.0,4.0,60.0,2.0,1.0,4.0,3.0,0.0,20.0,0.0,0.0,0.0,7.0,1.0,2.0,12.0,2.0,0.0,4T1BF28B51U1,2001.0,448.0,2465.0,13.0,49.0,Toyota,43.0,4.0,1.0,0.0,0.0,60.0,0.0,0.0,0.0,3.0,6.0,12.0,0.0,0.0,1.0,12.0,36207.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,66.0,999.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,1.0,2.0,55.0,3.0,1.0,2.0,1.0,0.0,14.0,13.0,6.0,1.0,6.0,303.0,1.0,1.0,1.0,0.0,202305472162.0,12.0,4.0,11.0,0.0,1.0,1.0,4.0,25.0,2.0,0.0,1.0,20.0,0.0,49.0,1.0,0.0
10064,2,99,96.0,0.0,1.0,0.0,-99.0,1.0,73.0,12.0,35.0,34.0,52.0,1.0,1.0,2.0,99.0,7.0,1.0,0.0,0.0,996.0,0.0,1.0,2.0,12.0,1.0,0.0,1N6AD0ERXCC4,2012.0,478.0,1919.0,60.0,35.0,Nissan/Datsun,472.0,34.0,1.0,0.0,0.0,999.0,0.0,0.0,0.0,12.0,6.0,12.0,0.0,0.0,1.0,1.0,35079.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,69.0,200.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,1.0,2.0,98.0,1.0,5.0,2.0,1.0,97.0,1.0,62.0,99.0,1.0,1.0,302.0,1.0,0.0,1.0,0.0,202305230789.0,12.0,5.0,9.0,0.0,1.0,1.0,34.0,21.0,2.0,0.0,1.0,20.0,0.0,35.0,2.0,0.0
10065,1,0,96.0,0.0,1.0,2088.0,1.3,1.0,83.0,32.0,20.0,14.0,88.0,1.0,1.0,2.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,32.0,2.0,0.0,3GNAXKEV8MS1,2021.0,467.0,1847.0,7.0,20.0,Chevrolet,404.0,14.0,1.0,0.0,0.0,55.0,7.0,3.0,5.0,12.0,6.0,1.0,0.0,0.0,1.0,1.0,35613.0,1.0,6.0,3.0,Valid license for this class vehicle,1.0,69.0,170.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,1.0,2.0,55.0,3.0,1.0,2.0,1.0,0.0,14.0,13.0,99.0,1.0,4.0,101.0,1.0,0.0,1.0,0.0,202304703122.0,32.0,6.0,1.0,4.0,1.0,1.0,14.0,88.0,1.0,2.0,1.0,8.0,0.0,20.0,1.0,0.0
10071,1,9,96.0,28.0,1.0,1.0,-99.0,1.0,95.0,12.0,37.0,4.0,34.0,1.0,1.0,4.0,20.0,7.0,8.0,0.0,1.0,292.0,6.0,1.0,2.0,12.0,1.0,0.0,1HGFA16846L0,2006.0,474.0,1863.0,13.0,37.0,Honda,31.0,4.0,1.0,0.0,0.0,55.0,0.0,0.0,0.0,12.0,6.0,12.0,0.0,1.0,1.0,47.0,35950.0,0.0,0.0,0.0,Not licensed,0.0,999.0,999.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,1.0,2.0,55.0,1.0,5.0,2.0,2.0,0.0,1.0,10.0,99.0,1.0,2.0,301.0,1.0,1.0,1.0,0.0,202305337605.0,12.0,6.0,8.0,0.0,10.0,1.0,4.0,51.0,1.0,0.0,1.0,20.0,0.0,37.0,2.0,0.0
10071,2,0,96.0,0.0,1.0,0.0,-99.0,1.0,95.0,12.0,86.0,63.0,58.0,1.0,1.0,3.0,3.0,0.0,20.0,0.0,0.0,996.0,0.0,1.0,2.0,12.0,1.0,0.0,1M2TE1GC4NM0,2022.0,490.0,20845.0,11.0,86.0,Mack,882.0,63.0,1.0,0.0,0.0,55.0,0.0,3.0,5.0,12.0,6.0,12.0,0.0,0.0,1.0,1.0,35904.0,1.0,6.0,3.0,Valid license for this class vehicle,1.0,70.0,260.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,1.0,2.0,55.0,1.0,6.0,2.0,2.0,0.0,1.0,62.0,9.0,1.0,1.0,302.0,1.0,0.0,1.0,0.0,202305649111.0,12.0,5.0,12.0,4.0,1.0,1.0,63.0,46.0,1.0,0.0,1.0,20.0,0.0,86.0,2.0,0.0
10072,1,99,96.0,0.0,1.0,3019.0,130.0,1.0,125.0,34.0,12.0,34.0,25.0,1.0,1.0,4.0,20.0,7.0,1.0,1.0,9.0,249.0,7.0,1.0,1.0,34.0,1.0,0.0,1FT7W2BT0GEA,2016.0,460.0,1805.0,60.0,12.0,Ford,481.0,34.0,1.0,0.0,0.0,65.0,7.0,3.0,5.0,12.0,6.0,1.0,0.0,1.0,1.0,1.0,35475.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,68.0,155.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,4.0,1.0,2.0,45.0,1.0,1.0,2.0,2.0,98.0,1.0,13.0,99.0,1.0,4.0,101.0,1.0,1.0,1.0,0.0,202304718707.0,34.0,4.0,2.0,4.0,2.0,1.0,34.0,25.0,1.0,4.0,1.0,1.0,1.0,12.0,1.0,99.0
10078,1,99,96.0,0.0,1.0,5060.0,2.7,1.0,47.0,32.0,13.0,4.0,32.0,1.0,1.0,4.0,20.0,7.0,20.0,0.0,9.0,102.0,7.0,1.0,1.0,32.0,1.0,0.0,1LNHM81W64Y6,2004.0,464.0,1791.0,13.0,13.0,Lincoln,1.0,4.0,1.0,0.0,0.0,70.0,7.0,3.0,5.0,14.0,6.0,32.0,0.0,1.0,1.0,1.0,36701.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,81.0,210.0,0.0,1.0,0.0,2.0,February,2019.0,9.0,2020.0,0.0,2.0,2.0,65.0,1.0,1.0,2.0,1.0,0.0,1.0,13.0,99.0,1.0,4.0,101.0,1.0,2.0,1.0,0.0,202304651689.0,12.0,4.0,1.0,0.0,1.0,1.0,4.0,22.0,2.0,0.0,1.0,20.0,0.0,13.0,1.0,98.0
10090,1,0,96.0,28.0,1.0,5060.0,2.1,1.0,107.0,12.0,35.0,4.0,40.0,1.0,1.0,4.0,20.0,7.0,1.0,0.0,1.0,166.0,7.0,1.0,2.0,12.0,1.0,0.0,1N4AL11D66N3,2006.0,478.0,1904.0,13.0,35.0,Nissan/Datsun,47.0,4.0,1.0,0.0,0.0,60.0,0.0,0.0,0.0,12.0,6.0,12.0,0.0,1.0,1.0,1.0,35442.0,1.0,3.0,2.0,No valid license for this class vehicle,0.0,68.0,140.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,1.0,2.0,45.0,1.0,1.0,2.0,1.0,0.0,1.0,10.0,99.0,1.0,2.0,301.0,1.0,2.0,1.0,0.0,202304830176.0,12.0,7.0,3.0,1.0,1.0,1.0,4.0,38.0,1.0,0.0,1.0,20.0,0.0,35.0,1.0,98.0
10094,2,0,96.0,0.0,1.0,0.0,-99.0,1.0,3.0,12.0,7.0,34.0,42.0,1.0,1.0,0.0,3.0,0.0,20.0,0.0,0.0,996.0,0.0,1.0,4.0,12.0,2.0,0.0,1D3HB13T59S7,2009.0,476.0,1938.0,60.0,7.0,Dodge,482.0,34.0,1.0,0.0,0.0,60.0,0.0,0.0,0.0,6.0,6.0,12.0,0.0,0.0,1.0,12.0,32506.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,68.0,999.0,0.0,2.0,0.0,1.0,January,2021.0,5.0,2021.0,0.0,3.0,2.0,70.0,1.0,1.0,2.0,2.0,0.0,1.0,53.0,99.0,1.0,1.0,201.0,1.0,0.0,1.0,0.0,202304930650.0,12.0,2.0,5.0,1.0,1.0,1.0,34.0,23.0,2.0,1.0,1.0,20.0,0.0,7.0,1.0,0.0
10097,1,99,96.0,28.0,1.0,0.0,-99.0,1.0,31.0,12.0,12.0,34.0,44.0,1.0,1.0,3.0,20.0,7.0,8.0,0.0,9.0,996.0,0.0,1.0,2.0,12.0,1.0,0.0,1FTEW1E51LFB,2020.0,460.0,1801.0,60.0,12.0,Ford,481.0,34.0,1.0,0.0,0.0,62.0,0.0,0.0,0.0,12.0,6.0,12.0,0.0,0.0,1.0,1.0,36010.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,66.0,220.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,1.0,2.0,55.0,2.0,1.0,2.0,1.0,0.0,14.0,10.0,99.0,1.0,2.0,301.0,1.0,0.0,1.0,0.0,202305753199.0,12.0,5.0,10.0,2.0,1.0,1.0,34.0,27.0,1.0,0.0,1.0,99.0,0.0,12.0,4.0,0.0
10101,1,99,96.0,0.0,1.0,1.0,-99.0,1.0,47.0,34.0,49.0,4.0,17.0,2.0,1.0,4.0,3.0,0.0,8.0,0.0,9.0,0.0,7.0,1.0,1.0,34.0,1.0,0.0,2T1BURHE7GC6,2016.0,448.0,2208.0,13.0,49.0,Toyota,32.0,4.0,1.0,0.0,0.0,70.0,7.0,3.0,5.0,12.0,6.0,1.0,0.0,0.0,1.0,1.0,36703.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,62.0,110.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,3.0,1.0,2.0,45.0,1.0,1.0,2.0,2.0,0.0,1.0,13.0,99.0,1.0,4.0,101.0,1.0,2.0,1.0,0.0,202304994022.0,12.0,4.0,4.0,0.0,1.0,1.0,4.0,41.0,2.0,0.0,1.0,20.0,0.0,49.0,2.0,0.0
10103,1,99,96.0,0.0,1.0,0.0,-99.0,1.0,73.0,21.0,76.0,80.0,38.0,1.0,1.0,4.0,20.0,7.0,20.0,8.0,9.0,996.0,7.0,1.0,1.0,21.0,1.0,0.0,JYARJ18E0CA0,2012.0,564.0,3212.0,80.0,76.0,Yamaha,705.0,80.0,1.0,0.0,0.0,999.0,7.0,8.0,8.0,12.0,6.0,21.0,0.0,0.0,1.0,1.0,35094.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,65.0,155.0,0.0,1.0,0.0,9.0,September,2018.0,11.0,2019.0,0.0,1.0,2.0,98.0,1.0,1.0,2.0,2.0,0.0,1.0,13.0,99.0,1.0,4.0,101.0,1.0,1.0,1.0,0.0,202305166413.0,1.0,2.0,7.0,4.0,1.0,1.0,80.0,50.0,1.0,4.0,1.0,20.0,8.0,76.0,1.0,98.0
10114,1,0,3.0,58.0,1.0,0.0,-99.0,1.0,73.0,42.0,38.0,14.0,68.0,2.0,1.0,2.0,99.0,7.0,20.0,0.0,0.0,996.0,0.0,1.0,1.0,42.0,2.0,0.0,4S2CK58W9243,2002.0,542.0,2818.0,7.0,38.0,Isuzu,402.0,14.0,1.0,0.0,0.0,999.0,7.0,0.0,0.0,12.0,6.0,42.0,0.0,0.0,1.0,1.0,35173.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,62.0,120.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,1.0,2.0,40.0,3.0,1.0,2.0,2.0,0.0,14.0,12.0,99.0,2.0,4.0,102.0,1.0,0.0,1.0,0.0,202305264653.0,12.0,2.0,9.0,1.0,1.0,1.0,14.0,20.0,1.0,0.0,1.0,20.0,0.0,38.0,2.0,98.0
10118,1,0,96.0,58.0,1.0,0.0,-99.0,1.0,109.0,18.0,35.0,4.0,18.0,2.0,1.0,4.0,20.0,7.0,8.0,1.0,0.0,996.0,7.0,1.0,1.0,18.0,2.0,0.0,1N4AL21E58C1,2008.0,478.0,1904.0,13.0,35.0,Nissan/Datsun,47.0,4.0,1.0,0.0,0.0,80.0,7.0,3.0,5.0,12.0,6.0,1.0,0.0,0.0,1.0,1.0,36079.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,65.0,170.0,0.0,1.0,0.0,7.0,July,2022.0,7.0,2022.0,0.0,1.0,2.0,45.0,3.0,6.0,2.0,1.0,0.0,14.0,13.0,99.0,1.0,4.0,101.0,1.0,2.0,1.0,0.0,202304705417.0,12.0,7.0,1.0,1.0,1.0,1.0,4.0,46.0,1.0,0.0,1.0,9.0,0.0,35.0,1.0,98.0
10121,1,99,96.0,58.0,1.0,1.0,-99.0,1.0,33.0,42.0,12.0,4.0,55.0,2.0,1.0,4.0,20.0,7.0,20.0,0.0,0.0,0.0,7.0,1.0,1.0,42.0,1.0,0.0,3FAHP07Z09R1,2009.0,460.0,1780.0,13.0,12.0,Ford,23.0,4.0,1.0,0.0,0.0,50.0,7.0,0.0,0.0,4.0,6.0,42.0,0.0,0.0,1.0,1.0,35672.0,1.0,6.0,3.0,Valid license for this class vehicle,1.0,64.0,164.0,0.0,1.0,0.0,6.0,June,2020.0,6.0,2020.0,0.0,1.0,2.0,55.0,1.0,6.0,2.0,2.0,0.0,1.0,13.0,6.0,4.0,4.0,102.0,1.0,1.0,1.0,0.0,202304986177.0,12.0,7.0,3.0,1.0,1.0,1.0,4.0,50.0,1.0,1.0,1.0,8.0,0.0,12.0,1.0,0.0
10128,2,0,96.0,0.0,1.0,1.0,-99.0,1.0,21.0,12.0,2.0,14.0,18.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,12.0,1.0,0.0,1C4HJXDGXJW1,2018.0,483.0,1943.0,7.0,2.0,Jeep / Kaiser-Jeep / Willys- Jeep,403.0,14.0,1.0,0.0,0.0,60.0,0.0,0.0,0.0,12.0,6.0,12.0,0.0,0.0,1.0,13.0,30338.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,999.0,999.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,1.0,2.0,55.0,1.0,1.0,2.0,1.0,0.0,1.0,54.0,99.0,1.0,1.0,303.0,1.0,0.0,1.0,0.0,202305539111.0,12.0,5.0,12.0,0.0,1.0,1.0,14.0,27.0,1.0,0.0,1.0,20.0,0.0,2.0,2.0,98.0
10134,1,99,96.0,38.0,1.0,5060.0,5.8,1.0,125.0,12.0,22.0,4.0,18.0,1.0,1.0,4.0,20.0,7.0,20.0,0.0,8.0,0.0,7.0,1.0,2.0,12.0,1.0,0.0,1G2ZG58N6742,2007.0,536.0,4263.0,13.0,22.0,Pontiac,22.0,4.0,1.0,0.0,0.0,999.0,0.0,0.0,0.0,9.0,6.0,12.0,0.0,0.0,1.0,1.0,35401.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,67.0,260.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,1.0,2.0,45.0,1.0,1.0,2.0,1.0,20.0,11.0,15.0,99.0,1.0,1.0,414.0,1.0,2.0,1.0,0.0,202304786546.0,12.0,3.0,2.0,4.0,1.0,1.0,4.0,18.0,1.0,4.0,1.0,20.0,0.0,22.0,1.0,99.0
10136,1,0,96.0,28.0,1.0,1.0,-99.0,1.0,99.0,42.0,35.0,4.0,56.0,1.0,1.0,4.0,3.0,0.0,2.0,0.0,8.0,237.0,7.0,1.0,1.0,42.0,1.0,0.0,1N4AL21E37N4,2007.0,478.0,1904.0,13.0,35.0,Nissan/Datsun,47.0,4.0,1.0,0.0,0.0,45.0,7.0,0.0,0.0,9.0,6.0,42.0,0.0,1.0,1.0,1.0,36445.0,1.0,6.0,3.0,Valid license for this class vehicle,0.0,74.0,210.0,0.0,0.0,0.0,0.0,No Record,0.0,0.0,0.0,0.0,1.0,2.0,45.0,2.0,1.0,2.0,1.0,0.0,1.0,12.0,99.0,1.0,4.0,102.0,1.0,1.0,1.0,0.0,202305271150.0,12.0,6.0,9.0,0.0,10.0,1.0,4.0,30.0,2.0,0.0,1.0,20.0,0.0,35.0,2.0,0.0
